30.7014,0.0088,30.734,0.0051
32.142,0.025,32.1342,0.0081
43.917,0.012,44.08,0.026
45.001,0.011,45.129,0.017
55.436,0.014,55.601,0.019
62.6195,0.0067,62.791,0.013
64.6587,0.0046,64.8246,0.0072
72.521,0.014,72.71,0.013
73.259,0.013,73.461,0.025
79.5869,0.0078,79.805,0.01
89.4987,0.0066,89.759,0.013
