0	0
1	1
2	3
3	1
4	0
5	0
6	0
7	2
8	517
9	778
10	2286
11	2667
12	2745
13	2753
14	3120
15	3313
16	3544
17	3789
18	3874
19	3675
20	3582
21	3196
22	3015
23	3006
24	2956
25	2915
26	2996
27	3217
28	3624
29	4081
30	4900
31	6276
32	7959
33	9559
34	11112
35	12520
36	12652
37	12230
38	11113
39	9769
40	8250
41	7397
42	6861
43	6152
44	5546
45	4781
46	4139
47	3776
48	3156
49	2919
50	2910
51	2831
52	2854
53	2813
54	2826
55	2986
56	3009
57	3074
58	3077
59	3007
60	3119
61	3154
62	3030
63	3082
64	3065
65	3066
66	3028
67	3074
68	3031
69	2939
70	3074
71	3082
72	3020
73	3101
74	3060
75	3075
76	3058
77	3061
78	3145
79	3179
80	3099
81	3277
82	3286
83	3282
84	3348
85	3381
86	3496
87	3451
88	3538
89	3490
90	3685
91	3660
92	3751
93	3883
94	3754
95	3955
96	3755
97	3871
98	3758
99	3728
100	3718
101	3647
102	3700
103	3545
104	3385
105	3356
106	3353
107	3340
108	3336
109	3138
110	3133
111	3208
112	3154
113	3235
114	3057
115	3057
116	3027
117	2976
118	3102
119	3121
120	3031
121	2961
122	2969
123	3093
124	2924
125	3035
126	2929
127	2975
128	2981
129	2908
130	2984
131	2969
132	2913
133	2922
134	2920
135	2863
136	2908
137	2796
138	2915
139	2856
140	2845
141	2839
142	2892
143	2857
144	2821
145	2800
146	2769
147	2839
148	2754
149	2696
150	2766
151	2792
152	2745
153	2790
154	2742
155	2691
156	2780
157	2775
158	2703
159	2808
160	2681
161	2742
162	2747
163	2773
164	2640
165	2716
166	2732
167	2800
168	2664
169	2721
170	2651
171	2638
172	2778
173	2652
174	2711
175	2740
176	2730
177	2741
178	2763
179	2628
180	2674
181	2743
182	2704
183	2755
184	2821
185	2778
186	2768
187	2769
188	2668
189	2699
190	2723
191	2742
192	2819
193	2674
194	2737
195	2877
196	2810
197	2741
198	2699
199	2683
200	2782
201	2747
202	2801
203	2849
204	2688
205	2823
206	2807
207	2814
208	2858
209	2860
210	2762
211	2857
212	2891
213	2734
214	2855
215	2971
216	2863
217	2695
218	2848
219	2939
220	2845
221	2864
222	2824
223	2868
224	2879
225	2819
226	2932
227	2851
228	2856
229	2940
230	2951
231	3035
232	2808
233	2768
234	2877
235	2933
236	2853
237	2936
238	3017
239	2882
240	2855
241	2876
242	2793
243	2907
244	2748
245	2894
246	2826
247	2907
248	2831
249	2722
250	2740
251	2801
252	2744
253	2791
254	2723
255	2814
256	2681
257	2720
258	2632
259	2606
260	2552
261	2583
262	2594
263	2604
264	2574
265	2469
266	2457
267	2444
268	2387
269	2310
270	2388
271	2466
272	2403
273	2366
274	2224
275	2284
276	2233
277	2129
278	2158
279	2130
280	2068
281	2066
282	2060
283	2046
284	2014
285	2023
286	1910
287	1852
288	1908
289	1824
290	1832
291	1779
292	1781
293	1685
294	1656
295	1588
296	1609
297	1469
298	1507
299	1421
300	1389
301	1331
302	1332
303	1388
304	1346
305	1276
306	1254
307	1303
308	1231
309	1241
310	1124
311	1169
312	1164
313	1129
314	1099
315	1124
316	1109
317	1082
318	1118
319	1098
320	1124
321	1155
322	1141
323	1049
324	1127
325	1089
326	1099
327	1198
328	1151
329	1125
330	1136
331	1226
332	1165
333	1163
334	1114
335	1204
336	1213
337	1195
338	1190
339	1206
340	1214
341	1217
342	1234
343	1319
344	1213
345	1244
346	1245
347	1210
348	1243
349	1235
350	1257
351	1290
352	1276
353	1212
354	1219
355	1313
356	1209
357	1278
358	1276
359	1302
360	1252
361	1242
362	1148
363	1153
364	1125
365	1073
366	1107
367	1098
368	1007
369	975
370	976
371	860
372	839
373	768
374	724
375	642
376	583
377	562
378	478
379	443
380	405
381	355
382	306
383	286
384	239
385	210
386	169
387	131
388	136
389	123
390	86
391	53
392	56
393	38
394	45
395	55
396	34
397	23
398	21
399	20
400	13
401	11
402	11
403	11
404	13
405	9
406	7
407	11
408	10
409	11
410	9
411	11
412	5
413	11
414	4
415	6
416	6
417	9
418	4
419	9
420	6
421	5
422	9
423	9
424	4
425	7
426	13
427	8
428	5
429	11
430	7
431	4
432	9
433	9
434	8
435	7
436	5
437	7
438	6
439	11
440	11
441	2
442	10
443	10
444	7
445	10
446	6
447	10
448	6
449	9
450	5
451	6
452	2
453	4
454	6
455	6
456	5
457	6
458	7
459	9
460	6
461	3
462	8
463	2
464	2
465	5
466	8
467	4
468	2
469	4
470	7
471	6
472	7
473	13
474	9
475	6
476	9
477	15
478	11
479	4
480	7
481	8
482	4
483	11
484	1
485	4
486	6
487	4
488	12
489	6
490	6
491	11
492	6
493	2
494	4
495	4
496	2
497	7
498	10
499	3
500	7
501	8
502	2
503	6
504	9
505	11
506	4
507	3
508	5
509	7
510	3
511	8
512	5
513	8
514	4
515	7
516	1
517	7
518	6
519	4
520	7
521	6
522	6
523	8
524	9
525	2
526	7
527	3
528	6
529	6
530	6
531	5
532	4
533	6
534	2
535	3
536	4
537	5
538	3
539	3
540	5
541	6
542	4
543	4
544	5
545	5
546	5
547	6
548	5
549	3
550	2
551	2
552	3
553	4
554	4
555	3
556	6
557	4
558	3
559	3
560	2
561	3
562	1
563	1
564	2
565	4
566	8
567	2
568	6
569	3
570	5
571	9
572	4
573	2
574	6
575	3
576	6
577	6
578	4
579	6
580	7
581	3
582	2
583	0
584	4
585	5
586	5
587	4
588	5
589	5
590	5
591	3
592	4
593	4
594	6
595	3
596	8
597	3
598	2
599	5
600	5
601	3
602	3
603	5
604	5
605	7
606	5
607	6
608	3
609	4
610	5
611	3
612	4
613	5
614	3
615	4
616	6
617	4
618	4
619	3
620	6
621	2
622	4
623	4
624	5
625	5
626	0
627	6
628	5
629	3
630	5
631	8
632	4
633	1
634	2
635	3
636	4
637	5
638	2
639	3
640	3
641	4
642	1
643	6
644	3
645	2
646	4
647	1
648	2
649	1
650	3
651	5
652	1
653	3
654	2
655	5
656	2
657	2
658	3
659	2
660	2
661	6
662	1
663	4
664	0
665	2
666	1
667	2
668	2
669	2
670	4
671	1
672	5
673	3
674	4
675	2
676	2
677	2
678	3
679	6
680	1
681	5
682	1
683	2
684	2
685	3
686	3
687	5
688	2
689	3
690	4
691	2
692	2
693	2
694	1
695	1
696	2
697	2
698	0
699	2
700	1
701	0
702	1
703	2
704	0
705	3
706	3
707	1
708	1
709	4
710	5
711	3
712	2
713	1
714	0
715	2
716	3
717	1
718	3
719	1
720	1
721	3
722	2
723	0
724	0
725	0
726	4
727	2
728	0
729	1
730	1
731	1
732	0
733	2
734	1
735	0
736	0
737	1
738	1
739	1
740	1
741	1
742	1
743	0
744	2
745	4
746	1
747	1
748	0
749	1
750	0
751	2
752	1
753	2
754	0
755	0
756	0
757	2
758	1
759	2
760	3
761	1
762	1
763	1
764	6
765	1
766	5
767	1
768	2
769	1
770	4
771	0
772	2
773	2
774	2
775	3
776	5
777	4
778	3
779	4
780	2
781	2
782	2
783	3
784	7
785	2
786	3
787	2
788	2
789	2
790	1
791	2
792	5
793	3
794	4
795	6
796	6
797	2
798	2
799	8
800	3
801	5
802	10
803	6
804	6
805	4
806	3
807	6
808	7
809	1
810	6
811	3
812	4
813	2
814	3
815	1
816	3
817	2
818	3
819	5
820	1
821	5
822	2
823	3
824	4
825	3
826	0
827	1
828	3
829	1
830	2
831	1
832	2
833	3
834	3
835	0
836	3
837	0
838	0
839	1
840	1
841	1
842	0
843	1
844	0
845	1
846	0
847	0
848	0
849	0
850	0
851	1
852	1
853	1
854	1
855	1
856	0
857	1
858	0
859	0
860	1
861	1
862	1
863	2
864	0
865	0
866	0
867	1
868	0
869	0
870	1
871	0
872	0
873	1
874	0
875	0
876	0
877	0
878	0
879	0
880	0
881	1
882	1
883	0
884	0
885	1
886	1
887	0
888	1
889	0
890	0
891	0
892	2
893	1
894	0
895	0
896	0
897	2
898	0
899	1
900	1
901	0
902	0
903	0
904	0
905	0
906	0
907	1
908	1
909	0
910	2
911	1
912	1
913	0
914	0
915	0
916	1
917	0
918	0
919	0
920	0
921	0
922	0
923	0
924	1
925	0
926	1
927	0
928	2
929	0
930	0
931	0
932	2
933	1
934	2
935	1
936	0
937	0
938	0
939	0
940	2
941	0
942	0
943	0
944	0
945	0
946	0
947	0
948	0
949	1
950	0
951	1
952	0
953	0
954	1
955	1
956	0
957	1
958	2
959	1
960	1
961	0
962	1
963	0
964	1
965	2
966	1
967	0
968	0
969	1
970	0
971	0
972	0
973	1
974	0
975	0
976	0
977	1
978	0
979	0
980	1
981	0
982	0
983	0
984	0
985	0
986	0
987	0
