path	'/Users/Elisa/Documents/GitHub/Phys359/Compton Scattering/al_32deg.Chn'
217	1316
218	1426
219	1384
220	1410
221	1412
222	1388
223	1488
224	1431
225	1408
226	1396
227	1377
228	1360
229	1410
230	1407
231	1390
232	1484
233	1418
234	1420
235	1478
236	1405
237	1364
238	1360
239	1481
240	1512
241	1399
242	1410
243	1405
244	1420
245	1420
246	1472
247	1393
248	1382
249	1407
250	1478
251	1389
252	1320
253	1401
254	1411
255	1366
256	1307
257	1388
258	1347
259	1349
260	1301
261	1326
262	1328
263	1275
264	1308
265	1278
266	1234
267	1183
268	1170
269	1280
270	1215
271	1206
272	1180
273	1195
274	1149
275	1266
276	1221
277	1234
278	1289
279	1227
280	1214
281	1204
282	1205
283	1292
284	1293
285	1350
286	1282
287	1396
288	1350
289	1420
290	1413
291	1361
292	1517
293	1446
294	1513
295	1513
296	1529
297	1584
298	1578
299	1563
300	1663
301	1613
302	1606
303	1644
304	1733
305	1698
306	1632
307	1625
308	1748
309	1773
310	1796
311	1836
312	1687
313	1751
314	1732
315	1754
316	1738
317	1711
318	1681
319	1787
320	1788
321	1757
322	1670
323	1668
324	1702
325	1647
326	1726
327	1713
328	1729
329	1774
330	1666
331	1750
332	1726
333	1829
334	1773
335	1721
336	1726
337	1821
338	1849
339	1919
340	1792
341	1820
342	1991
343	1903
344	1892
345	1928
346	1957
347	1930
348	1966
349	1955
350	1885
351	2008
352	1992
353	1981
354	2052
355	2045
356	1984
357	1967
358	2055
359	2065
360	1986
361	2010
362	1887
363	1991
364	1835
365	1843
366	1826
367	1801
368	1697
369	1640
370	1608
371	1566
372	1386
373	1337
374	1292
375	1236
376	1189
377	1044
378	956
379	932
380	829
381	744
382	695
383	644
384	572
385	440
386	477
387	403
388	324
389	320
390	228
391	203
392	195
393	149
394	157
395	114
396	96
397	75
398	62
399	46
400	45
401	31
402	26
403	31
404	31
405	18
406	14
407	10
408	11
409	13
410	14
411	8
412	13
413	5
414	6
415	7
416	6
417	12
418	3
419	5
420	5
421	8
422	4
423	6
424	5
425	7
426	5
427	5
428	3
429	3
430	7
431	7
432	3
433	6
434	5
435	6
436	5
437	4
438	6
439	4
440	7
441	7
442	7
443	1
444	8
445	9
446	4
447	5
448	6
449	5
450	6
451	8
452	5
453	7
454	4
455	3
456	2
457	5
458	5
459	6
460	7
461	6
462	2
463	5
464	3
465	5
466	3
467	9
468	2
469	3
470	3
471	3
472	8
473	5
474	5
475	4
476	5
477	1
478	5
479	6
480	3
481	5
482	6
483	4
484	5
485	4
486	3
487	5
488	6
489	7
490	7
491	8
492	6
493	12
494	3
495	3
496	2
497	4
498	4
499	5
500	4
501	3
502	6
503	7
504	2
505	5
506	0
507	2
508	4
509	2
510	5
511	4
512	8
513	6
514	5
515	5
516	4
517	2
518	4
519	2
520	8
521	3
522	7
523	10
524	5
525	1
526	0
527	6
528	2
529	6
530	7
531	7
532	7
533	4
534	3
535	2
536	3
537	5
538	1
539	6
540	6
541	2
542	5
543	5
544	5
545	4
546	4
547	4
548	6
549	3
550	4
551	2
552	2
553	2
554	3
555	4
556	6
557	5
558	4
559	4
560	2
561	4
562	2
563	4
564	5
565	3
566	1
567	4
568	4
569	8
570	3
571	11
572	4
573	7
574	4
575	5
576	1
577	3
578	3
579	1
580	2
581	5
582	4
583	4
584	7
585	6
586	2
587	2
588	2
589	2
590	3
591	2
592	8
593	6
594	1
595	5
596	2
597	1
598	4
599	2
600	3
601	2
602	3
603	7
604	1
605	5
606	2
607	5
608	5
609	4
610	2
611	4
612	3
613	3
614	4
615	5
616	3
617	7
618	4
619	4
620	3
621	1
622	3
623	2
624	3
625	3
626	6
627	2
628	3
629	0
630	3
631	3
632	3
633	7
634	3
635	2
636	5
637	6
638	3
639	6
640	3
641	2
642	2
643	4
644	5
645	2
646	2
647	4
648	5
649	5
650	2
651	2
652	2
653	3
654	2
655	6
656	5
657	1
658	2
659	2
660	0
661	7
662	6
663	3
664	3
665	4
666	0
667	4
668	2
669	3
670	3
671	3
672	2
673	0
674	1
675	2
676	2
677	1
678	3
679	1
680	2
681	2
682	4
683	3
684	0
685	1
686	1
687	7
688	2
689	0
690	1
691	2
692	3
693	1
694	2
695	4
696	3
697	1
698	0
699	4
700	2
701	1
702	0
703	2
704	0
705	4
706	1
707	0
708	0
709	2
710	7
711	2
712	4
713	4
714	1
715	0
716	0
717	2
718	3
719	2
720	0
721	0
722	1
723	2
724	1
725	1
726	5
727	0
728	1
729	1
730	1
731	1
732	0
733	2
734	0
735	2
736	0
737	0
738	0
739	0
740	4
741	2
742	2
743	0
744	0
745	2
746	1
747	4
748	0
749	0
750	1
751	1
752	1
753	2
754	0
755	1
756	0
757	2
758	1
759	1
760	0
761	0
762	5
763	2
764	0
765	1
766	4
767	0
768	0
769	1
770	3
771	1
772	3
773	2
774	2
775	4
776	1
777	6
778	2
779	2
780	0
781	2
782	5
783	2
784	1
785	3
786	1
787	7
788	3
789	4
790	2
791	1
792	3
793	7
794	2
795	7
796	4
797	4
798	3
799	3
800	7
801	2
802	2
803	4
804	2
805	6
806	3
807	2
808	5
809	5
810	0
811	2
812	4
813	3
814	7
815	5
816	1
817	3
818	4
819	2
820	4
821	2
822	4
823	6
824	5
825	3
826	3
827	1
828	1
829	4
830	3
831	2
832	1
833	1
834	1
835	0
836	1
837	2
838	1
839	0
840	2
841	1
842	0
843	5
844	4
845	3
846	0
847	1
848	2
849	2
850	1
851	1
852	2
853	1
854	1
855	0
856	0
857	0
858	2
859	0
860	0
861	2
862	1
863	2
864	1
865	0
866	1
867	1
868	2
869	0
870	0
871	0
872	0
873	2
874	0
875	2
876	0
877	1
878	0
879	0
880	1
881	0
882	0
883	1
884	0
885	0
886	1
887	1
888	0
889	2
890	0
891	0
892	0
893	0
894	0
895	1
896	1
897	0
898	0
899	0
900	2
901	0
902	2
903	1
904	1
905	0
906	0
907	0
908	0
909	1
910	1
911	0
912	1
913	0
914	0
915	1
916	0
917	1
918	2
919	0
920	1
921	0
922	0
923	0
924	1
925	1
926	0
927	0
928	0
929	1
930	0
931	2
932	0
933	0
934	0
935	0
936	0
937	1
938	0
939	0
940	0
941	0
942	0
943	0
944	0
945	1
946	0
947	0
948	0
949	0
950	0
951	0
952	0
953	0
954	1
955	2
956	0
957	2
958	0
959	0
960	0
961	0
962	0
963	2
964	0
965	0
966	0
967	0
968	0
969	1
970	2
971	0
972	1
973	1
974	0
975	1
976	0
977	0
978	1
979	0
980	0
981	0
982	0
983	1
984	0
985	0
986	0
987	1
988	1
989	0
990	0
991	1
992	2
993	1
994	1
995	0
996	1
997	1
998	0
999	0
1000	1
1001	0
1002	1
1003	0
1004	0
1005	0
1006	0
1007	1
1008	0
1009	0
1010	0
1011	1
1012	1
1013	2
1014	0
1015	2
1016	0
1017	0
1018	1
1019	0
1020	1
1021	1
1022	0
1023	0
