path	'/Users/Elisa/Documents/GitHub/Phys359/Compton Scattering/al_15deg.Chn'
325	1648
326	1652
327	1648
328	1697
329	1682
330	1716
331	1730
332	1718
333	1728
334	1896
335	1838
336	1927
337	1889
338	2059
339	2086
340	2096
341	2213
342	2337
343	2430
344	2524
345	2709
346	2753
347	2914
348	2900
349	3064
350	3295
351	3542
352	3545
353	3578
354	3810
355	3887
356	4034
357	4095
358	4205
359	4297
360	4210
361	4416
362	4309
363	4316
364	4299
365	4136
366	4237
367	4106
368	3974
369	3929
370	3753
371	3612
372	3473
373	3201
374	3157
375	2895
376	2691
377	2467
378	2200
379	2139
380	1880
381	1701
382	1514
383	1400
384	1162
385	1023
386	901
387	822
388	688
389	540
390	469
391	429
392	329
393	324
394	222
395	191
396	173
397	140
398	119
399	76
400	75
401	71
402	40
403	43
404	30
405	39
406	28
407	24
408	11
409	13
410	12
411	11
412	23
413	10
414	19
415	14
416	10
417	10
418	15
419	7
420	9
421	10
422	8
423	15
424	11
425	19
426	15
427	15
428	12
429	5
430	9
431	7
432	12
433	6
434	18
435	6
436	10
437	8
438	5
439	10
440	7
441	12
442	7
443	6
444	13
445	11
446	10
447	13
448	9
449	14
450	4
451	5
452	8
453	7
454	9
455	7
456	6
457	12
458	23
459	9
460	12
461	15
462	15
463	8
464	9
465	3
466	9
467	12
468	11
469	8
470	17
471	3
472	10
473	6
474	7
475	5
476	8
477	8
478	9
479	5
480	4
481	14
482	7
483	5
484	15
485	12
486	3
487	10
488	10
489	9
490	6
491	5
492	9
493	11
494	7
495	5
496	8
497	11
498	7
499	7
500	10
501	3
502	7
503	12
504	13
505	9
506	9
507	9
508	9
509	10
510	9
511	18
512	8
513	6
514	6
515	7
516	5
517	4
518	6
519	5
520	8
521	8
522	2
523	3
524	7
525	4
526	6
527	13
528	13
529	1
530	10
531	4
532	7
533	5
534	8
535	8
536	15
537	6
538	6
539	10
540	4
541	9
542	7
543	2
544	8
545	11
546	7
547	3
548	6
549	6
550	9
551	5
552	9
553	5
554	4
555	8
556	7
557	8
558	6
559	8
560	9
561	5
562	7
563	4
564	9
565	11
566	9
567	4
568	5
569	4
570	9
571	5
572	8
573	8
574	5
575	3
576	7
577	7
578	7
579	5
580	7
581	5
582	5
583	4
584	3
585	3
586	4
587	9
588	7
589	4
590	8
591	6
592	4
593	8
594	4
595	8
596	6
597	1
598	4
599	4
600	12
601	2
602	4
603	3
604	7
605	5
606	1
607	3
608	4
609	2
610	4
611	5
612	6
613	6
614	5
615	4
616	5
617	5
618	6
619	2
620	6
621	9
622	6
623	6
624	6
625	7
626	5
627	6
628	5
629	5
630	5
631	3
632	2
633	4
634	8
635	7
636	4
637	4
638	0
639	2
640	4
641	9
642	3
643	1
644	5
645	1
646	3
647	3
648	1
649	4
650	3
651	4
652	2
653	0
654	2
655	0
656	4
657	10
658	2
659	3
660	2
661	5
662	5
663	5
664	0
665	3
666	2
667	4
668	5
669	4
670	0
671	5
672	4
673	2
674	0
675	1
676	2
677	4
678	4
679	4
680	5
681	3
682	0
683	4
684	2
685	2
686	2
687	4
688	4
689	4
690	5
691	5
692	1
693	2
694	2
695	1
696	4
697	2
698	2
699	2
700	0
701	2
702	4
703	1
704	4
705	3
706	2
707	6
708	4
709	4
710	1
711	1
712	0
713	1
714	2
715	4
716	1
717	2
718	3
719	0
720	3
721	0
722	6
723	0
724	1
725	3
726	2
727	0
728	2
729	1
730	2
731	3
732	0
733	2
734	1
735	1
736	1
737	3
738	1
739	1
740	0
741	0
742	0
743	1
744	1
745	2
746	1
747	2
748	1
749	0
750	1
751	1
752	1
753	0
754	1
755	1
756	1
757	2
758	4
759	2
760	1
761	0
762	3
763	3
764	1
765	0
766	1
767	3
768	1
769	0
770	0
771	1
772	3
773	2
774	2
775	1
776	1
777	1
778	5
779	2
780	6
781	4
782	3
783	5
784	0
785	4
786	3
787	3
788	2
789	3
790	5
791	5
792	5
793	3
794	4
795	3
796	3
797	0
798	3
799	4
800	2
801	5
802	7
803	3
804	4
805	5
806	7
807	7
808	1
809	9
810	7
811	3
812	3
813	6
814	3
815	6
816	3
817	5
818	4
819	4
820	4
821	4
822	5
823	7
824	3
825	3
826	2
827	5
828	2
829	5
830	2
831	2
832	2
833	2
834	1
835	2
836	0
837	4
838	4
839	1
840	3
841	1
842	1
843	0
844	1
845	0
846	0
847	4
848	1
849	2
850	4
851	2
852	1
853	0
854	0
855	0
856	0
857	2
858	2
859	1
860	0
861	1
862	2
863	0
864	0
865	3
866	0
867	2
868	0
869	0
870	1
871	0
872	0
873	2
874	0
875	1
876	0
877	1
878	0
879	1
880	1
881	1
882	1
883	0
884	0
885	0
886	0
887	1
888	2
889	0
890	0
891	1
892	1
893	0
894	0
895	1
896	0
897	1
898	0
899	1
900	0
901	0
902	0
903	0
904	0
905	1
906	0
907	2
908	0
909	0
910	0
911	0
912	0
913	0
914	0
915	0
916	0
917	1
918	0
919	2
920	0
921	0
922	0
923	0
924	0
925	1
926	0
927	0
928	0
929	2
930	1
931	1
932	0
933	0
934	0
935	0
936	0
937	1
938	0
939	0
940	0
941	0
942	1
943	1
944	1
945	1
946	0
947	0
948	0
949	1
950	1
951	1
952	1
953	0
954	1
955	0
956	0
957	1
958	1
959	0
960	0
961	5
962	1
963	1
964	3
965	0
966	0
967	0
968	0
969	1
970	0
971	0
972	0
973	1
974	0
975	0
976	1
977	0
978	2
979	0
980	0
981	0
982	0
983	0
984	1
985	1
986	0
987	0
988	0
989	0
990	2
991	0
992	1
993	0
994	2
995	0
996	0
997	0
998	0
999	2
1000	0
1001	0
1002	0
1003	0
1004	0
1005	1
1006	1
1007	0
1008	0
1009	0
1010	0
1011	0
1012	0
1013	0
1014	0
1015	0
1016	0
1017	0
1018	0
1019	0
1020	1
1021	0
1022	0
1023	0
