
_column0	_column1
-0.1006068750426681	0.0
1.6959444650049764	2.0990384271103157
3.4924958050526214	6.278388756455371
5.289047145100266	0.0
7.08559848514791	0.0
8.882149825195555	0.0
10.6787011652432	0.0
12.475252505290845	0.0
14.27180384533849	510.4428162667818
16.068355185386135	731.7687771435092
17.86490652543378	2115.3534262532494
19.661457865481424	2567.2521744931964
21.45800920552907	2578.707820187497
23.254560545576716	2525.008121820485
25.05111188562436	2479.9397903440763
26.847663225672004	2820.933283468003
28.644214565719647	2689.6499323817575
30.44076590576729	2857.295933321874
32.237317245814936	2879.497740836893
34.03386858586258	2796.252621676374
35.83041992591023	2774.4029203374857
37.62697126595787	2809.7724652498114
39.42352260600551	2672.7912157371434
41.220073946053155	2632.625696410262
43.016625286100805	2785.637784579479
44.81317662614845	2820.151522586863
46.60972796619609	2842.7775670394544
48.40627930624374	2947.954601429061
50.20283064629138	2947.8380964027247
51.999381986339024	3243.728060622107
53.795933326386674	3519.866242837728
55.592484666434316	3855.6482344495666
57.38903600648196	4264.504495904163
59.18558734652961	4778.277714602455
60.98213868657726	5231.135193989214
62.7786900266249	5596.493178403613
64.57524136667254	5783.24865561383
66.37179270672019	5700.857279667934
68.16834404676784	5427.229430577704
69.96489538681548	5343.084403041081
71.76144672686313	4995.216560365199
73.55799806691077	4792.79663762612
75.35454940695841	4731.264763200216
77.15110074700605	4674.031517240123
78.9476520870537	4484.666427909176
80.74420342710135	4429.577516599776
82.540754767149	4395.360864363027
84.33730610719664	4570.2521199381445
86.13385744724428	4400.384900425719
87.93040878729192	4293.789141698334
89.72696012733957	4334.514344014518
91.52351146738722	4312.813192920287
93.32006280743487	4364.85182874294
95.11661414748251	4544.865825556159
96.91316548753015	4545.491930187335
98.7097168275778	4757.054333563502
100.50626816762544	4626.139147166732
102.30281950767308	4565.044354867984
104.09937084772073	4594.585887572549
105.89592218776838	4801.107842919922
107.69247352781602	4733.294788654678
109.48902486786366	4754.67716553312
111.2855762079113	4705.203513099247
113.08212754795895	4687.080559632865
114.8786788880066	4558.309802325792
116.67523022805425	4706.792868252581
118.47178156810189	4461.870236669591
120.26833290814953	4619.135619223672
122.06488424819717	4498.183565421935
123.86143558824482	4499.176833109321
125.65798692829246	4478.224449232199
127.45453826834012	4281.656408380077
129.25108960838776	4471.062614618089
131.0476409484354	4365.263345596089
132.84419228848304	4366.773411368192
134.64074362853069	4298.52221528273
136.43729496857833	4244.647471742104
138.23384630862597	4324.674382134579
140.0303976486736	4418.040511781015
141.82694898872126	4362.19942853605
143.62350032876893	4308.36833902028
145.42005166881657	4365.140795802483
147.2166030088642	4325.097058470682
149.01315434891185	4449.082433737747
150.8097056889595	4293.548299019601
152.60625702900714	4426.943800050039
154.40280836905478	4356.361083366205
156.19935970910242	4399.028300308746
157.99591104915007	4414.822863781109
159.7924623891977	4397.408590992903
161.58901372924535	4393.159454191636
163.385565069293	4487.881610000884
165.18211640934064	4366.697275939409
166.9786677493883	4312.6601096715385
168.77521908943595	4395.182415628425
170.5717704294836	4607.587695315057
172.36832176953124	4599.887866545769
174.16487310957888	4490.485975105706
175.96142444962652	4471.102686649689
177.75797578967416	4491.691802454814
179.5545271297218	4505.006810599604
181.35107846976945	4586.835089442442
183.1476298098171	4572.930630737614
184.94418114986473	4507.841846758979
186.74073248991238	4467.836855772235
188.53728382996002	4564.30415730221
190.3338351700077	4493.147883959946
192.13038651005533	4460.427475009866
193.92693785010297	4492.961413265333
195.72348919015062	4379.585269089301
197.52004053019826	4556.533151331
199.3165918702459	4472.992989280561
201.11314321029354	4467.596993677528
202.9096945503412	4482.365047999944
204.70624589038883	4417.441852569528
206.50279723043647	4485.224543588322
208.2993485704841	4489.439105629096
210.09589991053176	4489.582328219065
211.8924512505794	4337.493058800242
213.68900259062707	4629.069952340969
215.4855539306747	4438.263929164137
217.28210527072235	4349.448943986541
219.07865661077	4357.290800281606
220.87520795081764	4469.145765332378
222.67175929086528	4623.8041664037855
224.46831063091292	4417.291506324785
226.26486197096057	4366.253531598091
228.0614133110082	4493.821477389222
229.85796465105585	4511.4685938536795
231.65451599110347	4541.08733804114
233.4510673311511	4428.641253902142
235.24761867119878	4644.542363521165
237.04417001124642	4571.809992890278
238.84072135129406	4307.900584144575
240.6372726913417	4529.89497811186
242.43382403138935	4613.929693347277
244.230375371437	4462.14017432226
246.02692671148463	4416.723744781068
247.82347805153228	4520.112489014365
249.62002939157992	4461.8357248185
251.41658073162756	4531.983265793276
253.2131320716752	4474.497908239619
255.00968341172285	4539.069714147221
256.8062347517705	4703.906551154924
258.60278609181813	4704.331534405548
260.3993374318658	4498.2128106436485
262.1958887719134	4585.501398379481
263.99244011196106	4573.379835061236
265.7889914520087	4605.739077536692
267.58554279205634	4633.408489560461
269.38209413210404	4602.599254120481
271.1786454721517	4853.298829258776
272.97519681219933	4666.92815607727
274.77174815224697	4625.138904402805
276.5682994922946	4649.831138237205
278.36485083234226	4593.287394343204
280.1614021723899	4792.2393391182595
281.95795351243754	4739.14281267118
283.7545048524852	4625.1530654721955
285.5510561925328	4909.635821131047
287.34760753258047	4852.265508282072
289.1441588726281	4765.170422166947
290.94071021267575	4731.184770143745
292.7372615527234	5019.688085220241
294.53381289277104	4914.971022945509
296.3303642328187	4945.570942111371
298.1269155728663	4834.9206460997575
299.92346691291397	5119.938722905037
301.7200182529616	5023.726529857834
303.51656959300925	4829.206940726249
305.3131209330569	5012.339044608312
307.10967227310454	5074.574473270305
308.9062236131522	5019.285511904486
310.7027749531998	5128.829328311761
312.49932629324746	4941.2466913366725
314.2958776332951	5420.914367737593
316.0924289733428	5200.536180485352
317.88898031339045	5129.205305533881
319.6855316534381	5294.624217500853
