path	'/Users/Elisa/Documents/GitHub/Phys359/Compton Scattering/norod_37deg.Chn'
570	1
571	3
572	4
573	5
574	4
575	4
576	5
577	3
578	1
579	1
580	2
581	2
582	4
583	2
584	5
585	7
586	2
587	7
588	2
589	2
590	4
591	2
592	0
593	2
594	2
595	5
596	4
597	3
598	1
599	1
600	3
601	2
602	3
603	2
604	1
605	9
606	2
607	4
608	0
609	5
610	3
611	5
612	4
613	3
614	0
615	5
616	3
617	5
618	1
619	1
620	2
621	5
622	8
623	1
624	1
625	4
626	0
627	1
628	2
629	3
630	1
631	6
632	3
633	5
634	1
635	1
636	4
637	3
638	3
639	3
640	4
641	1
642	3
643	3
644	1
645	3
646	2
647	1
648	2
649	2
650	6
651	2
652	1
653	2
654	4
655	4
656	4
657	6
658	3
659	0
660	1
661	2
662	2
663	4
664	1
665	2
666	0
667	2
668	1
669	2
670	3
671	1
672	6
673	4
674	1
675	1
676	0
677	0
678	1
679	5
680	5
681	1
682	3
683	4
684	2
685	6
686	4
687	0
688	2
689	2
690	1
691	0
692	1
693	2
694	1
695	4
696	0
697	1
698	1
699	3
700	1
701	4
702	2
703	0
704	1
705	4
706	1
707	1
708	1
709	0
710	0
711	1
712	3
713	0
714	1
715	1
716	1
717	1
718	0
719	1
720	2
721	0
722	0
723	4
724	3
725	2
726	4
727	0
728	1
729	2
730	1
731	1
732	0
733	0
734	0
735	1
736	6
737	1
738	1
739	1
740	0
741	3
742	0
743	3
744	2
745	1
746	1
747	1
748	4
749	2
750	0
751	1
752	0
753	2
754	2
755	2
756	2
757	1
758	1
759	0
760	4
761	0
762	4
763	2
764	1
765	1
766	0
767	1
768	1
769	2
770	2
771	0
772	3
773	0
774	2
775	1
776	1
777	1
778	3
779	3
780	4
781	4
782	4
783	2
784	2
785	2
786	6
787	1
788	5
789	3
790	2
791	5
792	5
793	3
794	9
795	2
796	6
797	3
798	2
799	5
800	3
801	4
802	3
803	5
804	2
805	2
806	4
807	2
808	7
809	3
810	1
811	2
812	1
813	4
814	1
815	4
816	4
817	6
818	5
819	2
820	5
821	5
822	3
823	2
824	3
825	1
826	1
827	5
828	2
829	4
830	4
831	2
832	4
833	0
834	2
835	5
836	3
837	2
838	1
839	2
840	2
841	1
842	0
843	0
844	2
845	2
846	1
847	1
848	0
849	0
850	0
851	1
852	0
853	0
854	2
855	1
856	1
857	0
858	2
859	0
860	2
861	2
862	0
863	0
864	0
865	0
866	1
867	2
868	1
869	2
870	0
871	1
872	1
873	0
874	0
875	1
876	0
877	0
878	0
879	1
880	1
881	1
882	0
883	1
884	1
885	0
886	0
887	0
888	0
889	1
890	0
891	0
892	1
893	0
894	0
895	1
896	0
897	0
898	0
899	1
900	0
901	0
902	0
903	1
904	0
905	1
906	2
907	0
908	3
909	0
910	2
911	0
912	0
913	1
914	1
915	0
916	0
917	1
918	0
919	0
920	1
921	0
922	0
923	0
924	0
925	1
926	1
927	0
928	0
929	0
930	0
931	1
932	0
933	1
934	0
935	0
936	0
937	0
938	0
939	0
940	0
941	1
942	0
943	1
944	0
945	0
946	0
947	0
948	0
949	0
950	1
951	0
952	0
953	0
954	0
955	0
956	1
957	0
958	1
959	1
960	0
961	0
962	0
963	1
964	0
965	0
966	1
967	0
968	0
969	0
970	0
971	0
972	1
973	0
974	0
975	1
976	1
977	0
978	0
979	1
980	1
981	0
982	2
983	0
984	0
985	0
986	0
987	0
988	1
989	0
990	0
991	1
992	0
993	1
994	0
995	0
996	0
997	0
998	0
999	1
1000	0
1001	5
1002	0
1003	0
1004	0
1005	0
1006	1
1007	0
1008	1
1009	0
1010	0
1011	0
1012	0
1013	0
1014	0
1015	0
1016	0
1017	0
1018	0
1019	0
1020	2
1021	1
1022	0
1023	0
