path	'/Users/Elisa/Documents/GitHub/Phys359/Compton Scattering/norod_27deg.Chn'
420	12
421	7
422	13
423	14
424	8
425	15
426	11
427	15
428	11
429	4
430	10
431	11
432	10
433	13
434	14
435	14
436	6
437	12
438	13
439	12
440	6
441	10
442	10
443	6
444	7
445	6
446	11
447	11
448	7
449	3
450	11
451	10
452	4
453	7
454	13
455	8
456	6
457	8
458	6
459	5
460	6
461	6
462	7
463	9
464	5
465	7
466	9
467	5
468	6
469	8
470	8
471	9
472	10
473	8
474	7
475	8
476	8
477	8
478	13
479	6
480	8
481	9
482	15
483	4
484	8
485	7
486	6
487	8
488	4
489	9
490	7
491	8
492	6
493	6
494	8
495	9
496	10
497	7
498	5
499	5
500	4
501	9
502	9
503	24
504	3
505	5
506	7
507	7
508	3
509	4
510	7
511	18
512	5
513	3
514	6
515	10
516	8
517	5
518	8
519	7
520	3
521	4
522	7
523	7
524	1
525	8
526	7
527	6
528	3
529	4
530	9
531	3
532	6
533	6
534	3
535	8
536	2
537	5
538	8
539	1
540	5
541	9
542	4
543	4
544	2
545	6
546	8
547	7
548	1
549	4
550	4
551	3
552	3
553	3
554	2
555	4
556	6
557	6
558	4
559	6
560	4
561	9
562	5
563	6
564	4
565	3
566	7
567	7
568	3
569	2
570	6
571	3
572	3
573	5
574	4
575	3
576	6
577	3
578	8
579	5
580	3
581	4
582	6
583	8
584	9
585	6
586	9
587	4
588	4
589	5
590	3
591	2
592	4
593	6
594	7
595	3
596	5
597	3
598	4
599	2
600	5
601	5
602	5
603	5
604	4
605	3
606	5
607	3
608	4
609	0
610	8
611	7
612	4
613	2
614	3
615	3
616	4
617	2
618	3
619	6
620	3
621	5
622	4
623	5
624	2
625	6
626	7
627	4
628	0
629	3
630	5
631	2
632	7
633	4
634	5
635	4
636	4
637	1
638	3
639	2
640	7
641	6
642	4
643	2
644	6
645	8
646	4
647	4
648	5
649	3
650	2
651	3
652	0
653	3
654	4
655	3
656	5
657	5
658	3
659	2
660	5
661	4
662	5
663	4
664	4
665	2
666	5
667	3
668	4
669	2
670	2
671	3
672	7
673	7
674	4
675	2
676	6
677	5
678	2
679	3
680	3
681	1
682	5
683	4
684	5
685	2
686	3
687	5
688	5
689	3
690	2
691	2
692	4
693	3
694	2
695	4
696	3
697	1
698	4
699	2
700	2
701	4
702	0
703	1
704	1
705	4
706	1
707	5
708	5
709	4
710	2
711	1
712	0
713	4
714	2
715	1
716	2
717	4
718	5
719	0
720	1
721	2
722	1
723	1
724	2
725	2
726	1
727	2
728	4
729	1
730	2
731	1
732	3
733	1
734	2
735	2
736	4
737	1
738	4
739	0
740	0
741	1
742	0
743	4
744	1
745	1
746	2
747	2
748	3
749	4
750	2
751	2
752	5
753	1
754	3
755	0
756	0
757	3
758	2
759	0
760	1
761	2
762	2
763	1
764	4
765	0
766	0
767	1
768	2
769	5
770	0
771	2
772	1
773	6
774	3
775	0
776	1
777	2
778	2
779	2
780	2
781	4
782	3
783	3
784	2
785	3
786	1
787	3
788	2
789	5
790	4
791	4
792	8
793	4
794	3
795	7
796	3
797	4
798	7
799	3
800	4
801	3
802	1
803	1
804	3
805	5
806	4
807	3
808	0
809	2
810	2
811	4
812	4
813	4
814	2
815	2
816	4
817	3
818	3
819	1
820	5
821	5
822	3
823	4
824	3
825	0
826	2
827	1
828	4
829	1
830	3
831	0
832	2
833	2
834	0
835	2
836	2
837	3
838	3
839	1
840	0
841	5
842	0
843	2
844	2
845	1
846	1
847	1
848	2
849	2
850	3
851	3
852	0
853	1
854	0
855	0
856	1
857	0
858	0
859	4
860	0
861	0
862	0
863	2
864	3
865	1
866	1
867	1
868	2
869	0
870	0
871	1
872	0
873	2
874	2
875	1
876	1
877	1
878	2
879	1
880	0
881	1
882	1
883	1
884	1
885	2
886	2
887	2
888	1
889	0
890	1
891	1
892	1
893	0
894	0
895	1
896	0
897	0
898	0
899	0
900	0
901	0
902	0
903	1
904	0
905	1
906	0
907	0
908	1
909	0
910	0
911	0
912	0
913	0
914	0
915	0
916	0
917	1
918	0
919	0
920	0
921	0
922	0
923	1
924	0
925	0
926	0
927	0
928	0
929	1
930	1
931	1
932	0
933	0
934	1
935	1
936	0
937	0
938	0
939	1
940	1
941	1
942	0
943	0
944	0
945	0
946	1
947	0
948	0
949	0
950	1
951	0
952	0
953	0
954	0
955	0
956	1
957	0
958	1
959	1
960	1
961	1
962	0
963	0
964	0
965	1
966	0
967	0
968	0
969	0
970	0
971	0
972	2
973	1
974	0
975	2
976	0
977	0
978	2
979	1
980	0
981	0
982	1
983	0
984	0
985	1
986	0
987	0
988	0
989	0
990	1
991	0
992	0
993	0
994	0
995	1
996	0
997	0
998	1
999	0
1000	0
1001	1
1002	0
1003	0
1004	0
1005	1
1006	0
1007	0
1008	0
1009	0
1010	0
1011	0
1012	0
1013	0
1014	0
1015	0
1016	1
1017	0
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
