0	0
1	4
2	2
3	0
4	0
5	0
6	0
7	2
8	456
9	578
10	1873
11	2275
12	2233
13	2184
14	2305
15	2370
16	2484
17	2618
18	2600
19	2480
20	2494
21	2265
22	2157
23	2249
24	2216
25	2118
26	2148
27	2235
28	2282
29	2377
30	2649
31	3076
32	3413
33	3968
34	4761
35	5173
36	5286
37	5378
38	4899
39	4677
40	4104
41	3747
42	3479
43	3240
44	3039
45	2857
46	2601
47	2536
48	2324
49	2061
50	2005
51	2040
52	2029
53	1968
54	2017
55	2033
56	1896
57	1975
58	1958
59	2002
60	2016
61	2034
62	1987
63	2090
64	2045
65	2043
66	2052
67	2062
68	2180
69	2028
70	2084
71	2087
72	2102
73	2032
74	2045
75	2017
76	2031
77	2111
78	2118
79	2166
80	2128
81	2129
82	2219
83	2303
84	2150
85	2303
86	2242
87	2304
88	2479
89	2444
90	2471
91	2500
92	2540
93	2596
94	2598
95	2610
96	2601
97	2647
98	2651
99	2771
100	2737
101	2742
102	2637
103	2737
104	2616
105	2671
106	2642
107	2695
108	2522
109	2497
110	2591
111	2666
112	2526
113	2607
114	2584
115	2682
116	2670
117	2618
118	2573
119	2732
120	2640
121	2668
122	2661
123	2717
124	2556
125	2663
126	2602
127	2566
128	2585
129	2618
130	2557
131	2495
132	2462
133	2522
134	2576
135	2535
136	2397
137	2536
138	2400
139	2486
140	2447
141	2450
142	2418
143	2459
144	2427
145	2371
146	2383
147	2389
148	2356
149	2479
150	2300
151	2401
152	2403
153	2331
154	2336
155	2402
156	2342
157	2306
158	2357
159	2365
160	2387
161	2402
162	2377
163	2435
164	2337
165	2303
166	2334
167	2309
168	2303
169	2342
170	2253
171	2312
172	2169
173	2142
174	2152
175	2133
176	2067
177	2097
178	2014
179	1987
180	1939
181	1997
182	1833
183	1821
184	1770
185	1662
186	1565
187	1627
188	1557
189	1498
190	1425
191	1415
192	1388
193	1316
194	1304
195	1366
196	1210
197	1205
198	1219
199	1180
200	1190
201	1137
202	1144
203	1166
204	1050
205	1059
206	1070
207	1028
208	991
209	939
210	970
211	955
212	987
213	940
214	959
215	940
216	895
217	921
218	911
219	878
220	864
221	901
222	857
223	918
224	816
225	857
226	793
227	831
228	790
229	742
230	767
231	816
232	796
233	795
234	724
235	744
236	749
237	792
238	770
239	825
240	794
241	719
242	736
243	737
244	818
245	753
246	820
247	791
248	815
249	858
250	920
251	926
252	936
253	1112
254	1127
255	1258
256	1372
257	1479
258	1680
259	1834
260	2040
261	2290
262	2602
263	2899
264	3189
265	3486
266	3893
267	4418
268	4802
269	5218
270	5601
271	6226
272	6674
273	7107
274	7724
275	8043
276	8476
277	8908
278	9290
279	9671
280	9899
281	9794
282	9995
283	10138
284	10045
285	9996
286	9842
287	9761
288	9220
289	8885
290	8471
291	7847
292	7261
293	6799
294	6281
295	5819
296	5157
297	4786
298	4183
299	3740
300	3289
301	2902
302	2540
303	2233
304	1867
305	1674
306	1354
307	1185
308	1007
309	877
310	789
311	707
312	571
313	544
314	487
315	505
316	466
317	410
318	397
319	413
320	387
321	356
322	397
323	343
324	377
325	373
326	384
327	374
328	369
329	368
330	331
331	360
332	370
333	332
334	359
335	319
336	360
337	351
338	362
339	369
340	338
341	379
342	338
343	373
344	370
345	367
346	347
347	318
348	350
349	343
350	342
351	352
352	330
353	360
354	359
355	328
356	369
357	351
358	327
359	336
360	328
361	344
362	328
363	311
364	334
365	325
366	312
367	349
368	347
369	331
370	310
371	334
372	345
373	340
374	328
375	329
376	329
377	358
378	295
379	320
380	354
381	320
382	303
383	358
384	303
385	332
386	318
387	339
388	306
389	343
390	315
391	341
392	323
393	307
394	308
395	331
396	334
397	320
398	339
399	312
400	338
401	295
402	282
403	344
404	313
405	311
406	328
407	318
408	340
409	338
410	278
411	320
412	335
413	347
414	311
415	336
416	306
417	335
418	314
419	322
420	316
421	353
422	297
423	314
424	334
425	318
426	322
427	341
428	337
429	341
430	352
431	320
432	325
433	344
434	292
435	350
436	337
437	294
438	340
439	340
440	337
441	360
442	347
443	362
444	369
445	374
446	322
447	329
448	324
449	338
450	374
451	343
452	348
453	304
454	377
455	336
456	334
457	309
458	312
459	368
460	362
461	343
462	352
463	363
464	355
465	342
466	347
467	365
468	329
469	310
470	327
471	286
472	321
473	334
474	312
475	336
476	370
477	347
478	330
479	339
480	327
481	357
482	310
483	352
484	393
485	349
486	367
487	337
488	337
489	354
490	342
491	355
492	372
493	340
494	387
495	353
496	360
497	370
498	377
499	374
500	351
501	356
502	357
503	362
504	363
505	348
506	334
507	336
508	345
509	350
510	365
511	376
512	356
513	342
514	355
515	348
516	368
517	356
518	373
519	388
520	394
521	408
522	408
523	374
524	363
525	360
526	375
527	371
528	358
529	403
530	346
531	400
532	389
533	361
534	369
535	393
536	366
537	397
538	389
539	369
540	368
541	385
542	385
543	421
544	406
