path	'/Users/Elisa/Documents/GitHub/Phys359/Compton Scattering/norod_45deg.Chn'
232	308
233	244
234	265
235	293
236	237
237	243
238	236
239	249
240	265
241	249
242	237
243	265
244	238
245	228
246	213
247	209
248	265
249	208
250	220
251	214
252	204
253	189
254	204
255	216
256	196
257	169
258	178
259	208
260	166
261	199
262	166
263	187
264	164
265	173
266	210
267	161
268	160
269	198
270	161
271	194
272	149
273	173
274	176
275	152
276	142
277	139
278	141
279	132
280	142
281	143
282	141
283	150
284	148
285	128
286	120
287	121
288	110
289	118
290	124
291	112
292	116
293	116
294	130
295	121
296	109
297	118
298	99
299	95
300	116
301	99
302	94
303	89
304	116
305	91
306	110
307	127
308	100
309	101
310	112
311	116
312	123
313	105
314	100
315	121
316	118
317	95
318	115
319	128
320	104
321	128
322	111
323	157
324	139
325	154
326	149
327	153
328	161
329	159
330	168
331	187
332	157
333	204
334	183
335	211
336	213
337	191
338	229
339	227
340	219
341	227
342	235
343	213
344	216
345	230
346	217
347	231
348	221
349	242
350	209
351	213
352	209
353	205
354	217
355	204
356	192
357	178
358	162
359	189
360	134
361	135
362	123
363	130
364	110
365	112
366	82
367	90
368	92
369	70
370	68
371	70
372	61
373	71
374	52
375	53
376	42
377	45
378	34
379	46
380	33
381	30
382	20
383	21
384	17
385	18
386	20
387	9
388	11
389	19
390	8
391	12
392	11
393	10
394	14
395	10
396	8
397	7
398	5
399	11
400	9
401	4
402	11
403	4
404	6
405	8
406	8
407	7
408	4
409	9
410	12
411	7
412	11
413	7
414	7
415	9
416	5
417	4
418	10
419	8
420	6
421	10
422	5
423	4
424	2
425	2
426	7
427	10
428	4
429	4
430	6
431	7
432	8
433	3
434	4
435	10
436	6
437	3
438	4
439	4
440	3
441	2
442	2
443	4
444	0
445	3
446	8
447	5
448	3
449	9
450	7
451	5
452	6
453	4
454	6
455	4
456	3
457	4
458	7
459	6
460	5
461	3
462	6
463	5
464	8
465	5
466	5
467	4
468	5
469	7
470	8
471	3
472	3
473	3
474	2
475	10
476	6
477	10
478	4
479	3
480	5
481	7
482	1
483	4
484	6
485	6
486	3
487	3
488	4
489	0
490	4
491	5
492	7
493	6
494	7
495	7
496	8
497	6
498	2
499	4
500	3
501	5
502	3
503	7
504	5
505	4
506	2
507	7
508	3
509	8
510	7
511	3
512	11
513	4
514	1
515	4
516	2
517	6
518	5
519	2
520	4
521	6
522	6
523	5
524	10
525	2
526	8
527	9
528	3
529	6
530	5
531	3
532	4
533	10
534	9
535	6
536	5
537	5
538	5
539	3
540	5
541	6
542	6
543	4
544	3
545	4
546	8
547	2
548	0
549	5
550	5
551	4
552	8
553	3
554	3
555	4
556	5
557	4
558	3
559	6
560	2
561	2
562	2
563	2
564	4
565	3
566	2
567	5
568	10
569	1
570	3
571	4
572	7
573	3
574	4
575	3
576	6
577	11
578	8
579	3
580	4
581	6
582	2
583	7
584	5
585	3
586	4
587	6
588	3
589	5
590	5
591	5
592	4
593	4
594	8
595	3
596	8
597	5
598	4
599	2
600	8
601	6
602	5
603	2
604	2
605	3
606	7
607	1
608	3
609	3
610	4
611	4
612	3
613	4
614	6
615	6
616	4
617	6
618	7
619	6
620	3
621	2
622	2
623	1
624	5
625	2
626	1
627	9
628	3
629	4
630	2
631	2
632	2
633	2
634	2
635	3
636	2
637	2
638	4
639	1
640	1
641	1
642	0
643	1
644	4
645	5
646	3
647	3
648	5
649	2
650	2
651	5
652	3
653	4
654	4
655	4
656	4
657	4
658	1
659	5
660	4
661	1
662	3
663	3
664	2
665	3
666	2
667	4
668	2
669	2
670	3
671	2
672	1
673	1
674	2
675	0
676	2
677	3
678	1
679	2
680	0
681	3
682	1
683	3
684	2
685	1
686	1
687	2
688	4
689	3
690	5
691	1
692	0
693	3
694	1
695	2
696	1
697	2
698	5
699	6
700	1
701	4
702	2
703	2
704	3
705	1
706	1
707	2
708	2
709	2
710	2
711	4
712	0
713	0
714	2
715	1
716	1
717	2
718	2
719	2
720	3
721	1
722	0
723	4
724	1
725	1
726	1
727	1
728	3
729	3
730	4
731	2
732	2
733	2
734	2
735	2
736	0
737	2
738	2
739	3
740	1
741	1
742	3
743	1
744	2
745	3
746	5
747	3
748	3
749	4
750	3
751	3
752	0
753	1
754	2
755	5
756	6
757	3
758	1
759	3
760	2
761	3
762	7
763	5
764	1
765	0
766	3
767	1
768	5
769	1
770	0
771	4
772	7
773	4
774	4
775	3
776	4
777	1
778	3
779	1
780	2
781	5
782	3
783	5
784	3
785	8
786	6
787	3
788	2
789	7
790	7
791	7
792	2
793	4
794	2
795	7
796	8
797	6
798	4
799	7
800	5
801	5
802	3
803	4
804	2
805	4
806	9
807	5
808	3
809	5
810	7
811	2
812	4
813	3
814	5
815	2
816	6
817	4
818	3
819	1
820	1
821	4
822	6
823	8
824	0
825	4
826	4
827	4
828	3
829	5
830	2
831	2
832	1
833	1
834	0
835	3
836	3
837	3
838	1
839	2
840	2
841	1
842	0
843	1
844	0
845	4
846	1
847	2
848	0
849	0
850	0
851	0
852	2
853	0
854	3
855	1
856	1
857	1
858	2
859	3
860	0
861	2
862	3
863	0
864	1
865	0
866	0
867	1
868	0
869	0
870	1
871	1
872	0
873	1
874	1
875	2
876	2
877	0
878	0
879	0
880	0
881	1
882	0
883	1
884	0
885	1
886	2
887	2
888	0
889	0
890	0
891	1
892	0
893	0
894	0
895	0
896	1
897	0
898	0
899	0
900	0
901	0
902	0
903	1
904	1
905	0
906	0
907	0
908	1
909	3
910	1
911	0
912	0
913	0
914	1
915	1
916	2
917	0
918	0
919	2
920	0
921	2
922	0
923	1
924	0
925	0
926	0
927	1
928	1
929	1
930	1
931	0
932	0
933	0
934	1
935	1
936	1
937	0
938	0
939	1
940	1
941	0
942	0
943	1
944	0
945	0
946	2
947	0
948	0
949	0
950	0
951	1
952	0
953	0
954	0
955	0
956	1
957	0
958	1
959	0
960	1
961	0
962	0
963	1
964	0
965	0
966	2
967	0
968	0
969	1
970	3
971	2
972	0
973	2
974	2
975	1
976	0
977	0
978	0
979	0
980	1
981	0
982	0
983	1
984	1
985	0
986	1
987	1
988	1
989	0
990	1
991	1
992	0
993	1
994	0
995	0
996	1
997	0
998	1
999	1
1000	0
1001	2
1002	0
1003	0
1004	2
1005	0
1006	1
1007	1
1008	0
1009	0
1010	0
1011	1
1012	0
1013	1
1014	2
1015	0
1016	0
1017	0
1018	0
1019	0
1020	0
1021	1
1022	1
1023	0
