path	'/Users/Elisa/Documents/GitHub/Phys359/Compton Scattering/al_25deg.Chn'
start_time	time.struct_time(tm_year=2019, tm_mon=3, tm_mday=27, tm_hour=15, tm_min=11, tm_sec=7, tm_wday=2, tm_yday=86, tm_isdst=-1)
real_time	400.78000000000003
live_time	347.86

Channel	Counts
0	0
1	2
2	1
3	0
4	0
5	0
6	0
7	0
8	86
9	109
10	397
11	487
12	463
13	479
14	487
15	585
16	513
17	555
18	574
19	576
20	538
21	542
22	524
23	549
24	558
25	576
26	595
27	636
28	659
29	732
30	796
31	915
32	1027
33	1125
34	1264
35	1410
36	1429
37	1438
38	1405
39	1374
40	1244
41	1207
42	1105
43	1091
44	1095
45	1086
46	992
47	968
48	1006
49	962
50	994
51	1024
52	1040
53	1029
54	1091
55	1157
56	1116
57	1137
58	1170
59	1201
60	1223
61	1250
62	1222
63	1227
64	1233
65	1247
66	1203
67	1179
68	1209
69	1212
70	1195
71	1194
72	1134
73	1221
74	1237
75	1206
76	1231
77	1169
78	1232
79	1314
80	1329
81	1296
82	1394
83	1402
84	1437
85	1473
86	1499
87	1608
88	1536
89	1620
90	1709
91	1812
92	1748
93	1853
94	1854
95	1856
96	1872
97	1768
98	1795
99	1713
100	1581
101	1532
102	1326
103	1347
104	1230
105	1053
106	1059
107	989
108	932
109	820
110	817
111	777
112	732
113	690
114	698
115	642
116	658
117	647
118	607
119	619
120	543
121	540
122	526
123	550
124	559
125	520
126	547
127	603
128	544
129	515
130	556
131	514
132	502
133	466
134	470
135	472
136	482
137	434
138	443
139	465
140	437
141	467
142	442
143	429
144	469
145	408
146	449
147	413
148	446
149	428
150	427
151	446
152	407
153	435
154	391
155	417
156	406
157	394
158	393
159	402
160	416
161	382
162	390
163	387
164	382
165	378
166	404
167	402
168	340
169	329
170	337
171	364
172	379
173	354
174	356
175	359
176	381
177	345
178	349
179	334
180	345
181	337
182	348
183	344
184	343
185	305
186	360
187	356
188	355
189	308
190	285
191	333
192	342
193	331
194	320
195	352
196	328
197	311
198	317
199	335
200	308
201	339
202	300
203	324
204	297
205	308
206	337
207	327
208	258
209	322
210	311
211	292
212	376
213	290
214	310
215	318
216	286
217	315
218	318
219	318
220	311
221	330
222	340
223	311
224	301
225	313
226	303
227	300
228	320
229	325
230	342
231	312
232	317
233	319
234	376
235	337
236	377
237	381
238	368
239	418
240	395
241	385
242	447
243	398
244	430
245	473
246	438
247	480
248	477
249	466
250	462
251	516
252	524
253	499
254	505
255	525
256	547
257	481
258	537
259	538
260	539
261	525
262	506
263	543
264	547
265	558
266	542
267	532
268	520
269	514
270	561
271	533
272	497
273	525
274	559
275	499
276	492
277	505
278	501
279	447
280	440
281	429
282	460
283	457
284	443
285	415
286	441
287	413
288	381
289	360
290	354
291	376
292	375
293	372
294	373
295	367
296	324
297	336
298	339
299	372
300	347
301	381
302	362
303	382
304	407
305	402
306	402
307	429
308	415
309	507
310	525
311	500
312	504
313	546
314	553
315	577
316	606
317	618
318	587
319	628
320	670
321	594
322	642
323	612
324	637
325	638
326	626
327	625
328	595
329	597
330	607
331	538
332	562
333	511
334	477
335	504
336	424
337	411
338	385
339	379
340	344
341	332
342	302
343	274
344	283
345	218
346	212
347	186
348	161
349	132
350	125
351	134
352	108
353	90
354	73
355	55
356	53
357	57
358	64
359	45
360	48
361	38
362	23
363	30
364	22
365	29
366	23
367	21
368	15
369	22
370	13
371	16
372	18
373	11
374	16
375	22
376	10
377	9
378	11
379	10
380	8
381	9
382	7
383	9
384	6
385	10
386	12
387	8
388	9
389	7
390	10
391	8
392	2
393	3
394	5
395	3
396	3
397	3
398	6
399	7
400	5
401	9
402	6
403	4
404	8
405	3
406	10
407	2
408	6
409	4
410	2
411	3
412	8
