path	'/Users/Elisa/Documents/GitHub/Phys359/Compton Scattering/al_25deg.Chn'
413	7
414	4
415	4
416	6
417	5
418	10
419	3
420	9
421	3
422	6
423	5
424	7
425	5
426	3
427	6
428	4
429	9
430	8
431	7
432	6
433	3
434	7
435	2
436	6
437	3
438	6
439	0
440	2
441	9
442	2
443	5
444	4
445	10
446	4
447	7
448	4
449	6
450	8
451	4
452	3
453	6
454	6
455	2
456	4
457	9
458	4
459	7
460	7
461	4
462	2
463	3
464	4
465	7
466	2
467	3
468	5
469	4
470	6
471	2
472	6
473	3
474	4
475	6
476	7
477	1
478	7
479	4
480	2
481	4
482	3
483	2
484	5
485	3
486	7
487	8
488	3
489	8
490	6
491	3
492	6
493	4
494	5
495	2
496	7
497	3
498	4
499	6
500	7
501	9
502	3
503	4
504	3
505	1
506	4
507	4
508	3
509	3
510	4
511	4
512	3
513	4
514	6
515	5
516	6
517	5
518	5
519	6
520	4
521	2
522	1
523	6
524	6
525	4
526	8
527	4
528	4
529	3
530	4
531	6
532	2
533	1
534	4
535	5
536	0
537	2
538	4
539	2
540	6
541	4
542	1
543	2
544	4
545	6
546	4
547	6
548	4
549	4
550	5
551	3
552	3
553	5
554	8
555	2
556	3
557	3
558	0
559	8
560	2
561	5
562	5
563	2
564	3
565	3
566	5
567	6
568	3
569	0
570	2
571	2
572	3
573	0
574	3
575	2
576	6
577	2
578	3
579	3
580	0
581	4
582	5
583	4
584	4
585	6
586	6
587	2
588	4
589	8
590	7
591	2
592	4
593	6
594	2
595	5
596	2
597	5
598	3
599	8
600	4
601	3
602	2
603	3
604	3
605	2
606	3
607	3
608	2
609	2
610	1
611	3
612	1
613	5
614	4
615	3
616	3
617	1
618	4
619	2
620	2
621	3
622	1
623	3
624	3
625	2
626	2
627	8
628	1
629	0
630	4
631	2
632	2
633	2
634	4
635	1
636	4
637	3
638	4
639	0
640	2
641	2
642	3
643	2
644	4
645	5
646	2
647	3
648	4
649	3
650	5
651	0
652	2
653	5
654	7
655	4
656	1
657	3
658	3
659	0
660	1
661	5
662	5
663	3
664	0
665	3
666	3
667	0
668	4
669	2
670	4
671	4
672	3
673	5
674	4
675	5
676	1
677	3
678	2
679	4
680	4
681	0
682	0
683	5
684	2
685	2
686	4
687	0
688	1
689	4
690	3
691	3
692	1
693	2
694	0
695	1
696	4
697	2
698	3
699	0
700	1
701	2
702	2
703	2
704	4
705	0
706	1
707	4
708	2
709	4
710	3
711	1
712	2
713	0
714	1
715	1
716	1
717	2
718	5
719	1
720	1
721	1
722	2
723	1
724	1
725	1
726	1
727	1
728	1
729	2
730	3
731	0
732	2
733	0
734	1
735	2
736	1
737	3
738	0
739	2
740	1
741	0
742	0
743	1
744	0
745	1
746	2
747	2
748	0
749	4
750	4
751	0
752	1
753	3
754	2
755	2
756	1
757	1
758	1
759	2
760	1
761	0
762	1
763	1
764	1
765	1
766	3
767	3
768	0
769	0
770	5
771	4
772	1
773	2
774	1
775	3
776	1
777	2
778	4
779	3
780	2
781	4
782	4
783	7
784	2
785	1
786	3
787	4
788	1
789	5
790	4
791	2
792	2
793	1
794	8
795	3
796	2
797	7
798	3
799	6
800	2
801	4
802	7
803	8
804	2
805	8
806	2
807	4
808	4
809	3
810	2
811	3
812	6
813	3
814	5
815	5
816	3
817	7
818	2
819	2
820	3
821	4
822	4
823	2
824	3
825	6
826	7
827	4
828	2
829	0
830	1
831	3
832	2
833	3
834	0
835	1
836	0
837	1
838	3
839	1
840	3
841	2
842	2
843	2
844	0
845	1
846	0
847	2
848	0
849	0
850	2
851	1
852	0
853	1
854	3
855	0
856	2
857	1
858	0
859	1
860	2
861	1
862	3
863	0
864	0
865	1
866	2
867	0
868	0
869	0
870	0
871	1
872	0
873	1
874	0
875	1
876	0
877	2
878	0
879	0
880	0
881	0
882	0
883	0
884	0
885	1
886	0
887	1
888	0
889	0
890	0
891	0
892	0
893	1
894	1
895	1
896	0
897	0
898	0
899	0
900	1
901	1
902	1
903	0
904	0
905	0
906	1
907	0
908	1
909	0
910	1
911	0
912	0
913	0
914	0
915	1
916	1
917	1
918	0
919	1
920	0
921	0
922	1
923	0
924	1
925	0
926	1
927	0
928	0
929	1
930	0
931	1
932	0
933	1
934	0
935	1
936	0
937	1
938	0
939	0
940	1
941	1
942	0
943	0
944	0
945	0
946	0
947	1
948	0
949	4
950	1
951	1
952	1
953	0
954	0
955	0
956	0
957	1
958	1
959	0
960	1
961	1
962	0
963	0
964	0
965	0
966	1
967	0
968	0
969	0
970	0
971	0
972	1
973	0
974	0
975	0
976	0
977	1
978	0
979	1
980	1
981	0
982	0
983	0
984	1
985	0
986	0
987	1
988	1
989	0
990	0
991	0
992	0
993	2
994	2
995	0
996	1
997	0
998	0
999	0
1000	2
1001	1
1002	1
1003	1
1004	1
1005	0
1006	0
1007	3
1008	1
1009	0
1010	1
1011	1
1012	1
1013	0
1014	1
1015	0
1016	0
1017	0
1018	0
1019	0
1020	0
1021	1
1022	0
1023	0
