path	'/Users/Elisa/Documents/GitHub/Phys359/Compton Scattering/norod_25deg.Chn'
265	522
266	487
267	492
268	522
269	483
270	461
271	445
272	479
273	502
274	480
275	443
276	391
277	461
278	434
279	431
280	421
281	370
282	363
283	366
284	379
285	359
286	312
287	320
288	346
289	326
290	314
291	284
292	252
293	235
294	230
295	247
296	239
297	201
298	242
299	188
300	193
301	196
302	179
303	176
304	171
305	180
306	156
307	128
308	126
309	137
310	126
311	129
312	134
313	119
314	102
315	135
316	106
317	116
318	110
319	102
320	75
321	88
322	94
323	86
324	96
325	62
326	98
327	64
328	75
329	68
330	81
331	84
332	55
333	84
334	62
335	58
336	56
337	53
338	45
339	49
340	58
341	45
342	40
343	56
344	46
345	34
346	43
347	31
348	46
349	30
350	44
351	39
352	36
353	22
354	35
355	28
356	18
357	22
358	21
359	20
360	19
361	22
362	18
363	23
364	14
365	16
366	10
367	9
368	22
369	13
370	21
371	16
372	10
373	13
374	10
375	11
376	8
377	11
378	8
379	6
380	10
381	5
382	4
383	11
384	8
385	7
386	11
387	10
388	4
389	5
390	7
391	4
392	4
393	5
394	5
395	6
396	4
397	3
398	7
399	4
400	3
401	7
402	3
403	8
404	5
405	7
406	6
407	2
408	3
409	6
410	5
411	6
412	5
413	2
414	3
415	4
416	5
417	4
418	7
419	4
420	6
421	2
422	3
423	7
424	4
425	5
426	4
427	3
428	5
429	5
430	3
431	6
432	5
433	6
434	6
435	6
436	6
437	8
438	4
439	6
440	6
441	5
442	1
443	4
444	7
445	4
446	4
447	5
448	6
449	5
450	6
451	4
452	6
453	4
454	6
455	3
456	6
457	4
458	4
459	4
460	4
461	9
462	6
463	7
464	1
465	2
466	1
467	7
468	7
469	4
470	6
471	3
472	3
473	2
474	2
475	3
476	5
477	3
478	5
479	3
480	1
481	1
482	3
483	4
484	9
485	4
486	7
487	8
488	7
489	8
490	3
491	5
492	2
493	8
494	3
495	4
496	8
497	3
498	6
499	4
500	5
501	1
502	2
503	4
504	11
505	1
506	2
507	9
508	3
509	4
510	6
511	4
512	6
513	8
514	6
515	2
516	0
517	4
518	5
519	6
520	6
521	3
522	4
523	5
524	9
525	5
526	6
527	3
528	6
529	1
530	5
531	5
532	3
533	3
534	4
535	5
536	4
537	12
538	2
539	5
540	2
541	3
542	7
543	3
544	0
545	1
546	1
547	4
548	4
549	3
550	5
551	6
552	2
553	4
554	2
555	2
556	1
557	4
558	5
559	4
560	2
561	4
562	2
563	7
564	4
565	3
566	4
567	2
568	1
569	8
570	7
571	3
572	1
573	3
574	3
575	3
576	3
577	6
578	9
579	1
580	5
581	4
582	7
583	2
584	1
585	2
586	4
587	2
588	3
589	5
590	5
591	2
592	6
593	7
594	7
595	2
596	5
597	5
598	2
599	3
600	5
601	4
602	1
603	5
604	2
605	3
606	4
607	3
608	2
609	1
610	3
611	4
612	1
613	3
614	0
615	0
616	3
617	5
618	5
619	3
620	6
621	5
622	4
623	6
624	3
625	3
626	1
627	2
628	4
629	0
630	5
631	4
632	1
633	5
634	2
635	5
636	2
637	5
638	7
639	1
640	2
641	4
642	9
643	2
644	3
645	5
646	2
647	1
648	0
649	2
650	2
651	2
652	3
653	1
654	3
655	2
656	3
657	2
658	4
659	1
660	4
661	3
662	5
663	3
664	3
665	4
666	4
667	1
668	3
669	3
670	1
671	1
672	2
673	5
674	2
675	3
676	3
677	2
678	2
679	2
680	4
681	7
682	2
683	2
684	2
685	4
686	2
687	0
688	3
689	1
690	0
691	2
692	1
693	0
694	2
695	1
696	4
697	1
698	4
699	2
700	4
701	3
702	1
703	1
704	2
705	1
706	0
707	3
708	1
709	1
710	1
711	1
712	2
713	1
714	4
715	2
716	1
717	0
718	1
719	1
720	0
721	2
722	3
723	3
724	1
725	0
726	1
727	2
728	2
729	1
730	0
731	2
732	2
733	1
734	1
735	0
736	1
737	0
738	0
739	1
740	1
741	2
742	1
743	1
744	0
745	3
746	1
747	4
748	4
749	2
750	0
751	0
752	2
753	1
754	3
755	1
756	4
757	0
758	0
759	1
760	1
761	1
762	0
763	1
764	4
765	1
766	2
767	4
768	1
769	1
770	2
771	1
772	2
773	2
774	2
775	3
776	2
777	2
778	3
779	2
780	3
781	2
782	4
783	2
784	2
785	2
786	4
787	3
788	0
789	1
790	2
791	5
792	6
793	4
794	1
795	4
796	7
797	3
798	7
799	6
800	4
801	5
802	0
803	3
804	6
805	5
806	3
807	3
808	3
809	5
810	4
811	3
812	5
813	6
814	1
815	3
816	4
817	3
818	2
819	1
820	7
821	3
822	3
823	4
824	2
825	5
826	5
827	3
828	1
829	3
830	3
831	4
832	3
833	3
834	1
835	1
836	6
837	3
838	3
839	1
840	3
841	5
842	1
843	1
844	1
845	2
846	4
847	3
848	1
849	0
850	0
851	0
852	1
853	1
854	0
855	0
856	1
857	1
858	1
859	0
860	0
861	0
862	0
863	0
864	1
865	0
866	0
867	0
868	0
869	0
870	1
871	2
872	0
873	1
874	2
875	1
876	0
877	1
878	0
879	1
880	0
881	1
882	1
883	0
884	0
885	0
886	2
887	0
888	0
889	1
890	1
891	1
892	0
893	0
894	1
895	1
896	1
897	1
898	1
899	0
900	0
901	0
902	0
903	0
904	0
905	0
906	1
907	0
908	1
909	0
910	0
911	0
912	0
913	0
914	0
915	0
916	5
917	0
918	0
919	0
920	0
921	0
922	0
923	0
924	0
925	1
926	0
927	0
928	1
929	1
930	0
931	2
932	0
933	1
934	1
935	1
936	1
937	1
938	3
939	0
940	0
941	2
942	0
943	1
944	1
945	0
946	1
947	0
948	0
949	0
950	0
951	0
952	1
953	0
954	0
955	1
956	0
957	0
958	0
959	0
960	2
961	0
962	0
963	0
964	0
965	0
966	1
967	5
968	2
969	0
970	0
971	0
972	1
973	1
974	0
975	0
976	0
977	0
978	0
979	0
980	1
981	0
982	1
983	0
984	2
985	0
986	0
987	0
988	1
989	0
990	0
991	0
992	1
993	0
994	0
995	1
996	1
997	0
998	0
999	0
1000	0
1001	0
1002	0
1003	2
1004	1
1005	0
1006	1
1007	0
1008	1
1009	0
1010	0
1011	0
1012	0
1013	1
1014	0
1015	1
1016	1
1017	0
1018	0
1019	0
1020	0
1021	1
1022	1
1023	0
