path	'/Users/Elisa/Documents/GitHub/Phys359/Compton Scattering/norod_42deg.Chn'
217	341
218	378
219	402
220	369
221	393
222	354
223	388
224	367
225	375
226	339
227	377
228	344
229	369
230	351
231	382
232	371
233	345
234	383
235	367
236	323
237	391
238	347
239	344
240	377
241	322
242	378
243	336
244	333
245	326
246	326
247	322
248	321
249	282
250	342
251	301
252	288
253	259
254	271
255	311
256	255
257	255
258	262
259	236
260	213
261	279
262	244
263	253
264	265
265	240
266	277
267	238
268	217
269	238
270	239
271	227
272	224
273	248
274	236
275	194
276	196
277	201
278	218
279	229
280	201
281	198
282	219
283	228
284	187
285	196
286	210
287	197
288	173
289	196
290	180
291	193
292	194
293	193
294	182
295	167
296	170
297	182
298	173
299	165
300	199
301	161
302	189
303	175
304	176
305	184
306	171
307	175
308	166
309	199
310	205
311	174
312	203
313	204
314	211
315	206
316	252
317	242
318	236
319	289
320	265
321	266
322	291
323	311
324	288
325	349
326	305
327	344
328	350
329	332
330	389
331	392
332	380
333	419
334	403
335	474
336	469
337	481
338	431
339	443
340	493
341	511
342	549
343	522
344	504
345	512
346	535
347	504
348	480
349	494
350	485
351	456
352	459
353	467
354	501
355	435
356	391
357	370
358	383
359	356
360	343
361	359
362	334
363	259
364	272
365	287
366	245
367	225
368	212
369	183
370	166
371	167
372	159
373	154
374	126
375	121
376	110
377	98
378	100
379	84
380	69
381	58
382	61
383	54
384	39
385	29
386	36
387	29
388	23
389	26
390	22
391	18
392	11
393	18
394	13
395	10
396	10
397	12
398	20
399	7
400	10
401	2
402	6
403	6
404	2
405	5
406	4
407	8
408	6
409	8
410	4
411	3
412	6
413	10
414	2
415	6
416	12
417	3
418	3
419	1
420	6
421	5
422	8
423	4
424	5
425	4
426	3
427	5
428	7
429	8
430	5
431	7
432	6
433	1
434	4
435	3
436	5
437	3
438	9
439	5
440	8
441	5
442	3
443	5
444	1
445	4
446	5
447	3
448	10
449	3
450	3
451	4
452	6
453	5
454	5
455	1
456	3
457	5
458	2
459	2
460	5
461	5
462	3
463	7
464	1
465	8
466	2
467	4
468	2
469	3
470	2
471	5
472	6
473	9
474	7
475	5
476	6
477	3
478	3
479	1
480	7
481	4
482	4
483	3
484	5
485	1
486	3
487	6
488	0
489	1
490	6
491	4
492	4
493	7
494	5
495	0
496	4
497	7
498	3
499	0
500	4
501	1
502	2
503	4
504	4
505	6
506	9
507	2
508	3
509	3
510	2
511	2
512	4
513	2
514	3
515	3
516	5
517	3
518	5
519	3
520	3
521	3
522	8
523	4
524	1
525	4
526	5
527	4
528	5
529	3
530	1
531	3
532	5
533	6
534	2
535	5
536	0
537	3
538	4
539	4
540	3
541	1
542	3
543	3
544	8
545	4
546	2
547	2
548	5
549	3
550	5
551	2
552	4
553	2
554	3
555	6
556	6
557	7
558	2
559	1
560	1
561	4
562	4
563	3
564	5
565	0
566	7
567	3
568	2
569	2
570	2
571	1
572	5
573	2
574	3
575	1
576	2
577	8
578	4
579	4
580	1
581	1
582	2
583	4
584	2
585	1
586	4
587	5
588	3
589	3
590	5
591	9
592	2
593	2
594	3
595	2
596	0
597	3
598	3
599	4
600	3
601	4
602	5
603	3
604	3
605	3
606	5
607	2
608	2
609	4
610	2
611	1
612	1
613	7
614	3
615	1
616	3
617	1
618	4
619	7
620	1
621	3
622	3
623	5
624	0
625	4
626	0
627	5
628	3
629	1
630	3
631	7
632	2
633	2
634	2
635	2
636	3
637	6
638	3
639	3
640	3
641	2
642	3
643	4
644	1
645	4
646	3
647	2
648	5
649	2
650	1
651	2
652	3
653	3
654	4
655	2
656	3
657	0
658	1
659	4
660	0
661	2
662	0
663	0
664	3
665	2
666	5
667	2
668	2
669	2
670	4
671	3
672	0
673	2
674	4
675	1
676	3
677	2
678	1
679	3
680	1
681	2
682	2
683	3
684	1
685	3
686	2
687	2
688	1
689	1
690	3
691	3
692	1
693	0
694	0
695	2
696	1
697	2
698	2
699	4
700	4
701	4
702	5
703	2
704	0
705	1
706	2
707	0
708	0
709	2
710	1
711	0
712	0
713	1
714	5
715	4
716	1
717	2
718	1
719	0
720	1
721	1
722	1
723	1
724	0
725	2
726	1
727	1
728	2
729	2
730	0
731	0
732	1
733	3
734	1
735	0
736	1
737	0
738	0
739	5
740	0
741	1
742	1
743	2
744	1
745	2
746	0
747	1
748	2
749	1
750	0
751	0
752	2
753	1
754	1
755	1
756	1
757	0
758	2
759	0
760	2
761	2
762	0
763	2
764	2
765	3
766	1
767	2
768	3
769	2
770	2
771	3
772	0
773	3
774	2
775	1
776	6
777	2
778	1
779	2
780	1
781	6
782	3
783	2
784	0
785	2
786	4
787	4
788	6
789	4
790	7
791	4
792	3
793	3
794	3
795	1
796	3
797	1
798	2
799	5
800	6
801	6
802	6
803	2
804	0
805	2
806	5
807	3
808	5
809	2
810	3
811	5
812	0
813	7
814	4
815	3
816	8
817	3
818	2
819	0
820	1
821	2
822	2
823	3
824	5
825	3
826	6
827	2
828	4
829	0
830	2
831	1
832	4
833	2
834	0
835	0
836	2
837	2
838	0
839	1
840	2
841	1
842	4
843	0
844	1
845	1
846	2
847	0
848	0
849	2
850	0
851	1
852	2
853	0
854	2
855	2
856	1
857	1
858	0
859	0
860	1
861	1
862	1
863	0
864	1
865	1
866	0
867	0
868	0
869	2
870	0
871	0
872	1
873	0
874	0
875	0
876	0
877	1
878	0
879	0
880	0
881	0
882	0
883	1
884	0
885	1
886	0
887	0
888	1
889	0
890	0
891	1
892	0
893	0
894	1
895	0
896	1
897	0
898	1
899	0
900	0
901	0
902	0
903	0
904	2
905	0
906	1
907	0
908	0
909	1
910	0
911	1
912	0
913	1
914	0
915	0
916	0
917	0
918	0
919	0
920	0
921	0
922	0
923	1
924	0
925	1
926	0
927	0
928	0
929	0
930	1
931	0
932	0
933	0
934	2
935	1
936	0
937	0
938	0
939	0
940	1
941	0
942	0
943	0
944	0
945	1
946	0
947	2
948	1
949	1
950	1
951	0
952	0
953	1
954	1
955	0
956	1
957	0
958	0
959	0
960	0
961	1
962	1
963	0
964	0
965	1
966	1
967	0
968	1
969	1
970	1
971	0
972	0
973	0
974	1
975	0
976	1
977	0
978	0
979	0
980	1
981	1
982	0
983	1
984	0
985	1
986	2
987	0
988	0
989	2
990	1
991	1
992	0
993	0
994	0
995	0
996	0
997	1
998	0
999	0
1000	0
1001	1
1002	0
1003	0
1004	0
1005	0
1006	0
1007	0
1008	0
1009	0
1010	0
1011	0
1012	0
1013	0
1014	0
1015	0
1016	1
1017	1
1018	1
1019	0
1020	0
1021	0
1022	0
1023	0
