path	'/Users/Elisa/Documents/GitHub/Phys359/Compton Scattering/al_35deg.Chn'
388	5
389	7
390	9
391	9
392	6
393	6
394	7
395	5
396	4
397	7
398	3
399	1
400	5
401	8
402	7
403	7
404	4
405	5
406	6
407	4
408	6
409	4
410	9
411	4
412	8
413	3
414	4
415	4
416	5
417	4
418	6
419	3
420	11
421	7
422	4
423	2
424	6
425	6
426	3
427	3
428	6
429	7
430	4
431	2
432	8
433	10
434	9
435	3
436	6
437	10
438	7
439	9
440	4
441	7
442	6
443	3
444	1
445	2
446	4
447	5
448	5
449	7
450	8
451	6
452	4
453	4
454	3
455	6
456	11
457	7
458	5
459	6
460	6
461	7
462	6
463	7
464	4
465	5
466	6
467	7
468	3
469	5
470	4
471	5
472	5
473	8
474	5
475	5
476	6
477	6
478	6
479	10
480	5
481	8
482	8
483	3
484	1
485	4
486	5
487	3
488	7
489	3
490	7
491	8
492	5
493	4
494	4
495	4
496	5
497	2
498	2
499	5
500	9
501	4
502	5
503	8
504	2
505	3
506	4
507	3
508	5
509	4
510	8
511	6
512	3
513	2
514	9
515	6
516	4
517	8
518	4
519	7
520	5
521	5
522	5
523	6
524	4
525	2
526	7
527	8
528	3
529	0
530	5
531	4
532	5
533	7
534	5
535	6
536	3
537	5
538	3
539	4
540	6
541	1
542	7
543	6
544	2
545	1
546	5
547	5
548	3
549	2
550	1
551	3
552	3
553	3
554	4
555	4
556	0
557	0
558	5
559	2
560	3
561	2
562	6
563	5
564	2
565	9
566	2
567	6
568	4
569	2
570	4
571	5
572	0
573	7
574	3
575	2
576	2
577	3
578	3
579	5
580	4
581	6
582	4
583	2
584	2
585	3
586	7
587	4
588	4
589	7
590	3
591	3
592	5
593	3
594	3
595	4
596	2
597	3
598	2
599	2
600	5
601	4
602	4
603	3
604	1
605	3
606	5
607	2
608	3
609	6
610	4
611	1
612	5
613	5
614	4
615	2
616	6
617	6
618	5
619	5
620	1
621	4
622	1
623	5
624	5
625	3
626	8
627	5
628	5
629	6
630	6
631	2
632	1
633	7
634	3
635	4
636	4
637	3
638	4
639	5
640	6
641	0
642	1
643	4
644	1
645	3
646	5
647	4
648	4
649	4
650	1
651	3
652	4
653	5
654	3
655	4
656	2
657	3
658	5
659	2
660	4
661	3
662	2
663	5
664	2
665	2
666	4
667	2
668	3
669	2
670	2
671	1
672	2
673	5
674	1
675	4
676	4
677	1
678	2
679	1
680	4
681	2
682	2
683	5
684	0
685	3
686	2
687	2
688	4
689	1
690	1
691	0
692	3
693	1
694	1
695	2
696	0
697	5
698	0
699	2
700	2
701	0
702	2
703	4
704	1
705	3
706	1
707	2
708	1
709	0
710	2
711	2
712	0
713	2
714	4
715	3
716	1
717	0
718	1
719	3
720	2
721	2
722	3
723	0
724	2
725	1
726	2
727	2
728	2
729	1
730	0
731	2
732	1
733	4
734	0
735	0
736	1
737	2
738	1
739	3
740	3
741	1
742	1
743	3
744	3
745	2
746	0
747	1
748	3
749	0
750	3
751	2
752	3
753	2
754	1
755	2
756	1
757	5
758	2
759	0
760	3
761	4
762	2
763	2
764	2
765	0
766	2
767	4
768	0
769	2
770	1
771	2
772	2
773	2
774	3
775	1
776	2
777	3
778	3
779	3
780	3
781	5
782	5
783	1
784	4
785	5
786	2
787	5
788	3
789	8
790	3
791	6
792	4
793	4
794	6
795	3
796	3
797	5
798	4
799	4
800	4
801	2
802	5
803	0
804	2
805	9
806	3
807	6
808	5
809	3
810	3
811	7
812	2
813	6
814	4
815	3
816	4
817	5
818	3
819	4
820	9
821	1
822	4
823	3
824	2
825	1
826	6
827	2
828	4
829	1
830	3
831	1
832	1
833	2
834	2
835	2
836	4
837	2
838	2
839	1
840	1
841	1
842	1
843	3
844	2
845	2
846	1
847	1
848	0
849	2
850	2
851	1
852	2
853	2
854	0
855	3
856	0
857	0
858	1
859	1
860	0
861	0
862	0
863	1
864	0
865	0
866	2
867	0
868	1
869	2
870	1
871	0
872	2
873	0
874	0
875	1
876	0
877	0
878	0
879	1
880	1
881	0
882	0
883	1
884	1
885	3
886	0
887	0
888	0
889	0
890	0
891	0
892	1
893	1
894	0
895	1
896	2
897	1
898	0
899	0
900	0
901	2
902	0
903	0
904	1
905	0
906	0
907	0
908	0
909	0
910	2
911	0
912	1
913	2
914	0
915	0
916	1
917	0
918	0
919	1
920	1
921	2
922	0
923	1
924	0
925	0
926	1
927	0
928	0
929	0
930	0
931	0
932	0
933	1
934	0
935	0
936	1
937	0
938	1
939	0
940	0
941	0
942	1
943	0
944	0
945	1
946	0
947	0
948	2
949	1
950	0
951	0
952	1
953	0
954	0
955	1
956	0
957	0
958	0
959	0
960	0
961	0
962	1
963	2
964	1
965	1
966	2
967	0
968	0
969	2
970	2
971	0
972	1
973	0
974	0
975	1
976	0
977	0
978	0
979	0
980	0
981	0
982	0
983	0
984	0
985	0
986	1
987	0
988	1
989	0
990	0
991	2
992	1
993	0
994	0
995	1
996	0
997	0
998	1
999	0
1000	0
1001	0
1002	0
1003	1
1004	0
1005	1
1006	0
1007	0
1008	1
1009	0
1010	2
1011	0
1012	0
1013	1
1014	0
1015	2
1016	0
1017	0
1018	0
1019	0
1020	0
1021	1
1022	0
1023	0
