
_column0	_column1
-0.100606875043	0.0
1.695944465	1.04951921356
3.49249580505	0.0
5.2890471451	0.0
7.08559848515	0.0
8.8821498252	0.0
10.6787011652	0.0
12.4752525053	0.0
14.2718038453	142.30526999
16.0683551854	225.397133888
17.8649065254	682.17322731
19.6614578655	789.765950603
21.4580092055	817.239412434
23.2545605456	839.624004866
25.0511118856	897.803573193
26.8476632257	925.3477353
28.6442145657	925.427108224
30.4407659058	954.129112446
32.2373172458	1054.12002103
34.0338685859	1043.25643267
35.8304199259	1007.11842273
37.626971266	963.002276593
39.423522606	960.661280428
41.2200739461	941.166224671
43.0166252861	956.2940208
44.8131766261	962.384320883
46.6097279662	1018.32353562
48.4062793062	1062.19790324
50.2028306463	1073.69568156
51.9993819863	1185.91185675
53.7959333264	1390.86569041
55.5924846664	1567.69232963
57.3890360065	1871.12897194
59.1855873465	2108.96265868
60.9821386866	2352.4812656
62.7786900266	2779.36365581
64.5752413667	2857.90574024
66.3717927067	2896.97251319
68.1683440468	2828.83708006
69.9648953868	2597.70303127
71.7614467269	2358.96637318
73.5579980669	2131.04605862
75.354549407	1921.14277887
77.151100747	1838.65875579
78.9476520871	1759.13857117
80.7442034271	1555.21866057
82.5407547671	1444.02698211
84.3373061072	1355.38066054
86.1338574472	1319.59471452
87.9304087873	1257.6606504
89.7269601273	1236.34072264
91.5235114674	1234.92803628
93.3200628074	1279.824152
95.1166141475	1257.60597815
96.9131654875	1309.27061404
98.7097168276	1268.12440846
100.506268168	1242.76415263
102.302819508	1334.39758065
104.099370848	1308.16588439
105.895922188	1347.13500652
107.692473528	1314.50603403
109.489024868	1392.61028796
111.285576208	1411.88488074
113.082127548	1326.32794769
114.878678888	1319.59647601
116.675230228	1341.21806037
118.471781568	1364.13867108
120.268332908	1365.34279343
122.064884248	1356.71730337
123.861435588	1388.94833277
125.657986928	1341.6946581
127.454538268	1371.99792468
129.251089608	1313.31187856
131.047640948	1397.60098905
132.844192288	1409.50678452
134.640743629	1452.02049634
136.437294969	1459.80538716
138.233846309	1471.11689024
140.030397649	1501.97398954
141.826948989	1501.04577131
143.623500329	1610.60498655
145.420051669	1493.55042312
147.216603009	1514.7698467
149.013154349	1636.37717785
150.809705689	1612.85837765
152.606257029	1653.79062629
154.402808369	1736.41037496
156.199359709	1773.59153395
157.995911049	1796.86860494
159.792462389	1862.23500537
161.589013729	1953.44914785
163.385565069	1859.79936647
165.182116409	1954.35147228
166.978667749	2058.34271675
168.775219089	2025.15917648
170.571770429	2131.77724037
172.36832177	2081.43074154
174.16487311	2121.19641365
175.96142445	2082.858263
177.75797579	2015.37426385
179.55452713	1908.23982254
181.35107847	2049.27546743
183.14762981	1905.70559229
184.94418115	1869.3233055
186.74073249	1796.63804577
188.53728383	1773.57293895
190.33383517	1614.05601145
192.13038651	1596.36351737
193.92693785	1539.17032366
195.72348919	1498.52195334
197.52004053	1399.1564431
199.31659187	1502.54201665
201.11314321	1341.88614738
202.90969455	1330.30239334
204.70624589	1345.67490084
206.50279723	1257.76858218
208.29934857	1278.39515996
210.095899911	1238.69530821
211.892451251	1270.52285513
213.689002591	1235.90322239
215.485553931	1293.26895949
217.282105271	1252.75390296
219.078656611	1214.60542776
220.875207951	1275.67843445
222.671759291	1237.21486521
224.468310631	1205.50146423
226.264861971	1231.3588261
228.061413311	1229.82663
229.857964651	1215.0771489
231.654515991	1195.72137375
233.451067331	1143.49712216
235.247618671	1235.3617337
237.044170011	1158.71218467
238.840721351	1127.93611509
240.637272691	1136.2714432
242.433824031	1175.26066054
244.230375371	1145.5184114
246.026926711	1206.67058526
247.823478052	1119.1325343
249.620029392	1168.31500552
251.416580732	1194.45177868
253.213132072	1265.29033692
255.009683412	1222.11859439
256.806234752	1300.39737421
258.602786092	1256.85780693
260.399337432	1189.98618626
262.195888772	1248.21176131
263.992440112	1236.3600634
265.788991452	1211.0774337
267.585542792	1213.78962951
269.382094132	1161.13696094
271.178645472	1312.11314904
272.975196812	1232.16420727
274.771748152	1166.54760829
276.568299492	1230.88828724
278.364850832	1304.6946088
280.161402172	1231.19394957
281.957953512	1342.75713026
283.754504852	1358.5724627
285.551056193	1360.33009894
287.347607533	1317.32475621
289.144158873	1300.73839123
290.940710213	1256.69262005
292.737261553	1376.30720591
294.533812893	1251.25056696
296.330364233	1344.58865928
298.126915573	1411.19362716
299.923466913	1371.81374274
301.720018253	1279.0411518
303.516569593	1458.44708237
305.313120933	1313.30164899
307.109672273	1345.13748836
308.906223613	1303.73568102
310.702774953	1400.18990788
312.499326293	1413.46746832
314.295877633	1401.17691824
316.092428973	1390.65600236
317.888980313	1456.04539521
319.685531653	1371.0374973
321.482082993	1439.09115874
323.278634334	1379.26911155
325.075185674	1314.46965471
326.871737014	1451.68796932
328.668288354	1494.79224441
330.464839694	1454.46068101
332.261391034	1599.455395
334.057942374	1520.86271625
335.854493714	1524.65534412
337.651045054	1556.45431939
339.447596394	1556.0566134
341.244147734	1540.28737508
343.040699074	1537.4299664
344.837250414	1583.17398211
346.633801754	1651.74856492
348.430353094	1566.32815757
350.226904434	1585.85802704
352.023455774	1596.47530783
353.820007114	1682.70567192
355.616558454	1650.16425941
357.413109794	1582.3015634
359.209661134	1665.26103131
361.006212475	1568.20738428
362.802763815	1616.51591987
364.599315155	1760.6858744
366.395866495	1750.79293811
368.192417835	1663.4193384
369.988969175	1642.84171286
371.785520515	1807.82196273
373.582071855	1639.99728033
375.378623195	1663.19960961
377.175174535	1748.99230109
378.971725875	1670.06900203
380.768277215	1787.18591923
382.564828555	1814.14442223
384.361379895	1767.08598379
386.157931235	1894.59440068
387.954482575	1865.40001779
389.751033915	1867.0543634
391.547585255	1816.06031844
393.344136595	1864.81566654
395.140687935	1900.78349784
396.937239275	2033.55889345
398.733790616	2014.22887731
400.530341956	2021.6698792
402.326893296	2100.0923317
404.123444636	1907.31203476
405.919995976	2018.9582396
407.716547316	2020.57550718
409.513098656	1963.27928579
411.309649996	2026.32919698
413.106201336	2019.15390278
414.902752676	1986.08618441
416.699304016	1912.28862089
418.495855356	1938.57616745
420.292406696	2162.74361823
422.088958036	2205.28977663
423.885509376	2071.66485372
425.682060716	2042.86000381
427.478612056	2037.40937214
429.275163396	2100.69383513
431.071714736	2137.48582617
432.868266076	2292.87643601
434.664817416	2169.30066751
436.461368757	2280.44483499
438.257920097	2189.00516406
440.054471437	2099.45273201
441.851022777	2189.90470346
443.647574117	2036.19242775
445.444125457	2095.47585165
447.240676797	2037.70389832
449.037228137	1975.94077993
450.833779477	2135.22829218
452.630330817	2034.25762374
454.426882157	1870.21015402
456.223433497	2067.25951371
458.019984837	2042.7390156
459.816536177	2024.43572036
461.613087517	2065.68120548
463.409638857	2010.26385669
465.206190197	1974.29152579
467.002741537	1920.89545238
468.799292877	2115.02521792
470.595844217	1996.61938985
472.392395557	1931.80580923
474.188946898	1900.73664116
475.985498238	1914.38949817
477.782049578	1917.59899363
479.578600918	1962.86873603
481.375152258	1902.60851822
483.171703598	1901.92712017
484.968254938	1801.25844252
486.764806278	1971.92342422
488.561357618	1780.26283576
490.357908958	1760.39596788
492.154460298	1678.33645001
493.951011638	1789.27891211
495.747562978	1746.79101826
497.544114318	1796.17578928
499.340665658	1790.24269712
501.137216998	1836.40878147
502.933768338	1969.20096229
504.730319678	1975.03868784
506.526871018	1935.37857363
508.323422358	1940.89954579
510.119973698	1923.42781045
