path	'/Users/Elisa/Documents/GitHub/Phys359/Compton Scattering/norod_40deg.Chn'
start_time	time.struct_time(tm_year=2019, tm_mon=4, tm_mday=1, tm_hour=14, tm_min=38, tm_sec=26, tm_wday=0, tm_yday=91, tm_isdst=-1)
real_time	400.78000000000003
live_time	371.56

Channel	Counts
0	0
1	2
2	1
3	0
4	0
5	0
6	0
7	0
8	40
9	58
10	177
11	185
12	192
13	205
14	210
15	218
16	221
17	230
18	239
19	247
20	243
21	254
22	241
23	268
24	269
25	279
26	331
27	315
28	364
29	404
30	462
31	503
32	587
33	665
34	653
35	758
36	779
37	749
38	793
39	735
40	780
41	672
42	688
43	730
44	675
45	651
46	656
47	693
48	692
49	659
50	602
51	705
52	720
53	716
54	754
55	788
56	725
57	672
58	715
59	731
60	721
61	766
62	736
63	741
64	745
65	732
66	774
67	773
68	724
69	718
70	740
71	806
72	797
73	808
74	697
75	766
76	728
77	799
78	794
79	828
80	817
81	862
82	889
83	846
84	873
85	925
86	889
87	926
88	989
89	1007
90	1080
91	1039
92	1141
93	1125
94	1111
95	1182
96	1158
97	1149
98	1083
99	1143
100	1040
101	1052
102	949
103	891
104	771
105	688
106	636
107	589
108	549
109	462
110	471
111	435
112	409
113	339
114	298
115	288
116	260
117	286
118	255
119	261
120	237
121	205
122	232
123	223
124	219
125	204
126	180
127	229
128	177
129	181
130	191
131	185
132	168
133	178
134	178
135	155
136	160
137	158
138	161
139	159
140	164
141	149
142	133
143	153
144	149
145	165
146	167
147	156
148	135
149	121
150	140
151	132
152	149
153	142
154	123
155	130
156	138
157	135
158	126
159	144
160	117
161	137
162	121
163	137
164	131
165	143
166	128
167	126
168	118
169	114
170	107
171	106
172	138
173	130
174	139
175	117
176	113
177	122
178	137
179	124
180	139
181	128
182	133
183	111
184	116
185	117
186	118
187	116
188	116
189	126
190	123
191	136
192	128
193	115
194	110
195	114
196	97
197	117
198	121
199	130
200	124
201	107
202	107
203	111
204	112
205	132
206	116
207	120
208	125
209	111
210	112
211	119
212	122
213	151
214	102
215	119
216	128
217	107
218	121
219	122
220	130
221	110
222	112
223	119
224	119
225	124
226	135
227	137
228	138
229	157
230	135
231	127
232	141
233	134
234	154
235	173
236	141
237	128
238	150
239	171
240	137
241	136
242	169
243	155
244	138
245	150
246	148
247	169
248	167
249	156
250	146
251	136
252	141
253	163
254	164
255	134
256	146
257	133
258	136
259	131
260	135
261	118
262	128
263	118
264	122
265	108
266	119
267	116
268	109
269	132
270	103
271	118
272	115
273	125
274	111
275	102
276	108
277	110
278	103
279	84
280	88
281	79
282	113
283	116
284	87
285	93
286	98
287	89
288	82
289	79
290	91
291	91
292	95
293	80
294	101
295	88
296	79
297	91
298	97
299	71
300	85
301	79
302	73
303	84
304	91
305	90
306	99
307	85
308	91
309	90
310	88
311	79
