path	'/Users/Elisa/Documents/GitHub/Phys359/Compton Scattering/norod_40deg.Chn'
312	93
313	91
314	98
315	102
316	106
317	100
318	113
319	101
320	110
321	124
322	106
323	103
324	103
325	107
326	107
327	105
328	98
329	118
330	100
331	102
332	86
333	81
334	82
335	86
336	100
337	54
338	57
339	88
340	59
341	66
342	62
343	69
344	62
345	47
346	54
347	44
348	48
349	47
350	39
351	52
352	56
353	51
354	38
355	41
356	41
357	28
358	48
359	30
360	27
361	34
362	32
363	24
364	17
365	20
366	21
367	33
368	27
369	29
370	26
371	18
372	19
373	17
374	17
375	19
376	23
377	13
378	16
379	13
380	10
381	12
382	15
383	16
384	12
385	10
386	8
387	3
388	6
389	6
390	7
391	6
392	9
393	11
394	4
395	7
396	6
397	9
398	7
399	9
400	8
401	8
402	9
403	8
404	14
405	5
406	6
407	9
408	11
409	7
410	10
411	2
412	5
413	6
414	3
415	5
416	5
417	4
418	10
419	6
420	4
421	8
422	6
423	7
424	6
425	1
426	11
427	8
428	6
429	5
430	6
431	5
432	3
433	4
434	8
435	3
436	9
437	5
438	11
439	7
440	7
441	10
442	1
443	3
444	10
445	4
446	11
447	6
448	8
449	2
450	6
451	4
452	4
453	4
454	6
455	5
456	9
457	4
458	10
459	9
460	6
461	6
462	7
463	6
464	9
465	4
466	3
467	7
468	7
469	4
470	7
471	8
472	5
473	5
474	2
475	3
476	6
477	2
478	5
479	8
480	4
481	9
482	7
483	5
484	4
485	2
486	2
487	3
488	2
489	7
490	5
491	3
492	7
493	7
494	3
495	5
496	5
497	8
498	4
499	4
500	8
501	8
502	9
503	6
504	6
505	4
506	3
507	4
508	6
509	4
510	8
511	9
512	5
513	2
514	7
515	6
516	8
517	5
518	3
519	2
520	7
521	3
522	7
523	5
524	3
525	2
526	4
527	6
528	7
529	4
530	5
531	5
532	6
533	6
534	5
535	4
536	9
537	3
538	8
539	9
540	4
541	7
542	6
543	12
544	4
545	5
546	2
547	5
548	6
549	5
550	7
551	4
552	6
553	2
554	6
555	10
556	7
557	3
558	7
559	6
560	6
561	10
562	6
563	4
564	4
565	3
566	6
567	7
568	6
569	4
570	6
571	4
572	5
573	4
574	8
575	3
576	4
577	6
578	8
579	5
580	5
581	3
582	4
583	2
584	6
585	4
586	2
587	5
588	4
589	6
590	5
591	3
592	3
593	5
594	8
595	9
596	2
597	8
598	5
599	4
600	2
601	3
602	3
603	4
604	4
605	1
606	6
607	3
608	2
609	5
610	4
611	1
612	3
613	4
614	5
615	3
616	6
617	6
618	2
619	3
620	6
621	4
622	1
623	3
624	4
625	5
626	0
627	3
628	5
629	4
630	2
631	2
632	3
633	5
634	4
635	3
636	2
637	6
638	1
639	5
640	4
641	3
642	4
643	3
644	0
645	2
646	3
647	3
648	3
649	2
650	6
651	6
652	2
653	4
654	1
655	2
656	1
657	4
658	1
659	3
660	8
661	8
662	4
663	5
664	8
665	1
666	2
667	1
668	2
669	4
670	4
671	3
672	3
673	1
674	5
675	6
676	3
677	1
678	1
679	5
680	3
681	3
682	3
683	0
684	2
685	4
686	0
687	2
688	3
689	3
690	0
691	2
692	0
693	3
694	3
695	9
696	3
697	4
698	5
699	4
700	0
701	1
702	4
703	3
704	0
705	2
706	2
707	4
708	4
709	4
710	1
711	0
712	6
713	2
714	1
715	1
716	0
717	3
718	1
719	0
720	2
721	2
722	3
723	4
724	2
725	4
726	2
727	3
728	3
729	3
730	1
731	2
732	0
733	3
734	1
735	1
736	4
737	2
738	2
739	1
740	4
741	3
742	3
743	1
744	2
745	3
746	2
747	1
748	5
749	4
750	1
751	2
752	2
753	2
754	2
755	0
756	3
757	0
758	0
759	2
760	3
761	2
762	0
763	2
764	3
765	0
766	3
767	3
768	2
769	0
770	1
771	0
772	3
773	1
774	2
775	1
776	4
777	1
778	4
779	1
780	4
781	5
782	1
783	1
784	3
785	5
786	2
787	1
788	2
789	3
790	0
791	4
792	1
793	4
794	5
795	4
796	4
797	2
798	8
799	1
800	8
801	4
802	4
803	5
804	4
805	2
806	3
807	4
808	4
809	3
810	4
811	6
812	5
813	4
814	2
815	4
816	8
817	4
818	5
819	4
820	4
821	8
822	3
823	1
824	0
825	6
826	1
827	3
828	4
829	4
830	3
831	4
832	2
833	2
834	3
835	0
836	3
837	1
838	2
839	1
840	0
841	5
842	2
843	1
844	3
845	3
846	4
847	1
848	3
849	3
850	1
851	4
852	1
853	0
854	0
855	0
856	3
857	1
858	3
859	1
860	1
861	0
862	0
863	1
864	0
865	1
866	0
867	1
868	2
869	2
870	1
871	3
872	0
873	1
874	1
875	2
876	3
877	2
878	0
879	0
880	0
881	2
882	1
883	0
884	1
885	1
886	0
887	2
888	1
889	2
890	3
891	1
892	1
893	0
894	0
895	0
896	0
897	0
898	2
899	0
900	1
901	0
902	2
903	0
904	1
905	1
906	2
907	0
908	2
909	0
910	0
911	0
912	0
913	2
914	4
915	1
916	0
917	0
918	2
919	0
920	0
921	0
922	1
923	1
924	1
925	1
926	2
927	0
928	2
929	1
930	0
931	0
932	1
933	1
934	0
935	0
936	1
937	2
938	1
939	1
940	0
941	0
942	0
943	0
944	0
945	0
946	0
947	0
948	0
949	0
950	0
951	1
952	0
953	0
954	0
955	0
956	0
957	1
958	1
959	0
960	0
961	1
962	0
963	0
964	1
965	2
966	0
967	0
968	2
969	0
970	1
971	0
972	0
973	1
974	0
975	0
976	0
977	2
978	0
979	0
980	0
981	1
982	1
983	1
984	0
985	0
986	1
987	0
988	1
989	0
990	0
991	0
992	0
993	2
994	0
995	0
996	0
997	1
998	0
999	1
1000	1
1001	0
1002	0
1003	1
1004	0
1005	0
1006	0
1007	1
1008	1
1009	1
1010	0
1011	1
1012	1
1013	1
1014	1
1015	0
1016	0
1017	0
1018	2
1019	1
1020	0
1021	0
1022	0
1023	0
