path	'/Users/Elisa/Documents/GitHub/Phys359/Compton Scattering/al_42deg.Chn'
707	1
708	0
709	1
710	0
711	0
712	1
713	1
714	3
715	2
716	2
717	0
718	1
719	0
720	0
721	1
722	0
723	2
724	1
725	3
726	2
727	3
728	1
729	1
730	0
731	1
732	2
733	1
734	1
735	2
736	1
737	1
738	2
739	0
740	0
741	1
742	1
743	1
744	3
745	1
746	2
747	0
748	0
749	1
750	2
751	0
752	2
753	0
754	2
755	2
756	2
757	1
758	2
759	2
760	1
761	2
762	1
763	1
764	0
765	0
766	4
767	2
768	3
769	1
770	4
771	0
772	2
773	1
774	2
775	3
776	3
777	3
778	4
779	0
780	1
781	2
782	2
783	6
784	5
785	4
786	1
787	2
788	3
789	4
790	2
791	0
792	3
793	2
794	3
795	5
796	1
797	4
798	4
799	3
800	6
801	3
802	1
803	10
804	4
805	5
806	1
807	3
808	4
809	4
810	4
811	2
812	7
813	5
814	3
815	3
816	4
817	2
818	3
819	2
820	3
821	1
822	2
823	6
824	4
825	4
826	3
827	3
828	4
829	4
830	6
831	2
832	3
833	2
834	3
835	2
836	2
837	3
838	2
839	3
840	0
841	1
842	3
843	1
844	2
845	0
846	2
847	1
848	0
849	1
850	0
851	3
852	1
853	0
854	1
855	1
856	1
857	0
858	0
859	0
860	1
861	1
862	1
863	1
864	1
865	0
866	0
867	1
868	0
869	2
870	0
871	1
872	2
873	0
874	1
875	1
876	1
877	0
878	1
879	0
880	0
881	1
882	0
883	0
884	0
885	0
886	0
887	0
888	3
889	0
890	1
891	0
892	0
893	0
894	2
895	0
896	0
897	1
898	0
899	0
900	1
901	0
902	0
903	0
904	1
905	0
906	0
907	0
908	0
909	1
910	0
911	0
912	0
913	0
914	0
915	0
916	2
917	0
918	0
919	1
920	0
921	0
922	0
923	0
924	0
925	0
926	0
927	0
928	0
929	0
930	0
931	1
932	1
933	0
934	0
935	0
936	0
937	0
938	1
939	0
940	0
941	0
942	0
943	0
944	0
945	0
946	1
947	0
948	0
949	0
950	0
951	0
952	0
953	0
954	0
955	0
956	0
957	1
958	0
959	0
960	0
961	1
962	0
963	1
964	0
965	0
966	0
967	0
968	0
969	1
970	0
971	0
972	0
973	0
974	0
975	2
976	0
977	0
978	0
979	1
980	0
981	0
982	0
983	0
984	0
985	1
986	0
987	1
988	1
989	1
990	0
991	0
992	1
993	2
994	0
995	0
996	1
997	0
998	0
999	0
1000	0
1001	0
1002	1
1003	0
1004	0
1005	0
1006	1
1007	0
1008	1
1009	0
1010	0
1011	0
1012	1
1013	0
1014	2
1015	0
1016	1
1017	0
1018	1
1019	2
1020	0
1021	0
1022	0
1023	0
