path	'/Users/Elisa/Documents/GitHub/Phys359/Compton Scattering/norod_35deg.Chn'
444	5
445	6
446	4
447	7
448	6
449	8
450	8
451	5
452	6
453	3
454	9
455	6
456	7
457	7
458	0
459	8
460	7
461	7
462	7
463	2
464	6
465	7
466	7
467	5
468	1
469	5
470	3
471	2
472	4
473	8
474	6
475	7
476	5
477	2
478	3
479	5
480	5
481	3
482	4
483	5
484	9
485	8
486	5
487	3
488	3
489	8
490	7
491	5
492	5
493	4
494	2
495	5
496	7
497	1
498	4
499	6
500	9
501	6
502	5
503	5
504	2
505	6
506	5
507	4
508	2
509	6
510	6
511	6
512	4
513	6
514	3
515	8
516	4
517	2
518	1
519	6
520	4
521	5
522	8
523	4
524	6
525	4
526	6
527	3
528	5
529	4
530	3
531	9
532	4
533	4
534	4
535	3
536	6
537	3
538	9
539	3
540	4
541	7
542	3
543	2
544	9
545	4
546	4
547	8
548	5
549	3
550	6
551	4
552	5
553	4
554	2
555	3
556	5
557	3
558	2
559	4
560	4
561	4
562	3
563	4
564	4
565	3
566	3
567	2
568	2
569	6
570	2
571	5
572	3
573	5
574	2
575	4
576	0
577	1
578	6
579	4
580	2
581	4
582	3
583	6
584	5
585	6
586	3
587	0
588	4
589	2
590	2
591	2
592	7
593	2
594	7
595	3
596	4
597	4
598	3
599	5
600	5
601	7
602	4
603	3
604	2
605	3
606	5
607	0
608	4
609	4
610	3
611	3
612	3
613	6
614	2
615	2
616	1
617	4
618	4
619	4
620	8
621	2
622	2
623	4
624	3
625	5
626	8
627	6
628	1
629	4
630	6
631	4
632	6
633	2
634	3
635	2
636	7
637	4
638	5
639	8
640	1
641	3
642	3
643	5
644	1
645	3
646	4
647	1
648	6
649	1
650	3
651	1
652	1
653	2
654	3
655	4
656	9
657	3
658	5
659	2
660	4
661	5
662	1
663	2
664	1
665	1
666	4
667	5
668	2
669	4
670	1
671	7
672	3
673	2
674	1
675	0
676	1
677	5
678	1
679	7
680	3
681	1
682	4
683	1
684	4
685	4
686	4
687	1
688	2
689	4
690	0
691	3
692	4
693	0
694	6
695	2
696	3
697	0
698	4
699	5
700	4
701	1
702	1
703	0
704	3
705	4
706	0
707	3
708	1
709	3
710	5
711	0
712	0
713	0
714	0
715	3
716	3
717	3
718	2
719	1
720	1
721	3
722	0
723	0
724	2
725	1
726	3
727	1
728	3
729	0
730	3
731	3
732	2
733	4
734	1
735	2
736	1
737	0
738	2
739	1
740	0
741	0
742	1
743	1
744	2
745	3
746	2
747	1
748	4
749	0
750	4
751	1
752	2
753	3
754	2
755	2
756	0
757	2
758	3
759	2
760	2
761	1
762	0
763	2
764	2
765	3
766	1
767	0
768	2
769	1
770	2
771	2
772	4
773	3
774	1
775	3
776	3
777	3
778	0
779	0
780	3
781	2
782	3
783	2
784	3
785	3
786	6
787	2
788	5
789	7
790	3
791	4
792	3
793	6
794	6
795	4
796	2
797	6
798	8
799	2
800	2
801	7
802	4
803	4
804	6
805	3
806	6
807	5
808	3
809	6
810	5
811	5
812	4
813	7
814	4
815	4
816	1
817	2
818	2
819	4
820	4
821	1
822	2
823	1
824	4
825	3
826	7
827	4
828	2
829	2
830	3
831	1
832	3
833	4
834	2
835	2
836	3
837	1
838	1
839	0
840	1
841	2
842	2
843	1
844	1
845	2
846	2
847	2
848	1
849	1
850	3
851	1
852	3
853	0
854	2
855	0
856	1
857	1
858	0
859	0
860	1
861	0
862	0
863	0
864	1
865	2
866	0
867	0
868	0
869	0
870	1
871	1
872	1
873	0
874	0
875	1
876	1
877	0
878	1
879	0
880	2
881	0
882	0
883	0
884	0
885	1
886	2
887	0
888	0
889	0
890	0
891	1
892	0
893	0
894	0
895	0
896	1
897	1
898	0
899	1
900	1
901	0
902	0
903	0
904	0
905	0
906	0
907	0
908	1
909	0
910	0
911	0
912	2
913	0
914	0
915	1
916	1
917	1
918	0
919	0
920	0
921	0
922	0
923	1
924	0
925	0
926	1
927	0
928	0
929	1
930	0
931	0
932	0
933	0
934	0
935	1
936	2
937	2
938	0
939	0
940	0
941	0
942	0
943	0
944	0
945	0
946	0
947	0
948	0
949	0
950	0
951	0
952	4
953	0
954	1
955	0
956	0
957	2
958	0
959	1
960	0
961	0
962	0
963	1
964	0
965	0
966	2
967	0
968	0
969	0
970	0
971	0
972	0
973	1
974	1
975	3
976	0
977	0
978	1
979	1
980	0
981	0
982	1
983	1
984	2
985	2
986	0
987	0
988	1
989	1
990	0
991	0
992	0
993	0
994	1
995	0
996	0
997	1
998	1
999	1
1000	0
1001	0
1002	0
1003	0
1004	0
1005	1
1006	0
1007	1
1008	1
1009	1
1010	0
1011	1
1012	1
1013	2
1014	0
1015	0
1016	0
1017	0
1018	0
1019	1
1020	0
1021	0
1022	2
1023	0
