41.738,0.015,41.839,0.024
48.594,0.011,48.722,0.024
54.768,0.028,54.924,0.038
71.1439,0.0079,71.361,0.016
86.0123,0.0064,86.289,0.0095
90.8424,0.0069,91.138,0.014
