31.4755,0.0031,31.4834,0.0094
32.1627,0.0074,32.248,0.029
36.406,0.0079,36.4557,0.0028
44.01,0.054,44.068,0.022
44.9685,0.0085,45.072,0.02
52.3958,0.0052,52.5313,0.0082
62.2828,0.0049,62.429,0.043
64.6656,0.0074,64.847,0.012
65.3925,0.0074,65.564,0.015
77.205,0.011,77.427,0.012
85.6366,0.081,85.889,0.013
88.4282,0.01,88.719,0.012
99.594,0.014,99.902,0.03
108.142,0.02,108.53,0.065
