23.715,0.043,23.749,0.077
33.884,0.011,33.902,0.066
41.7537,0.0075,41.867,0.014
48.593,0.013,48.722,0.024
54.768,0.029,54.924,0.043
60.56,0.037,60.682,0.063
71.1439,0.0079,71.361,0.016
86.0123,0.0064,86.289,0.0095
90.8424,0.0069,91.138,0.014
